"id","response_id","respondent_id","object","response","originality_rater01","utility_rater01","surprise_rater01","originality_rater02","utility_rater02","surprise_rater02","originality","utility","surprise","human","semdis"
714,2022050210,"cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is","tin can","pencil holder",2,5,1,2,5,1,2,5,1,"GPT-3",0.56465607881546
715,2022050211,"cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is","tin can","An ashtray",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.542486399412155
716,2022050212,"cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is","tin can","coin bank",NA,NA,NA,2,5,2,2,5,2,"GPT-3",0.570426911115646
717,2022050213,"cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is","tin can","doorstop",NA,NA,NA,3,5,2,3,5,2,"GPT-3",0.912026666104794
718,2022050214,"cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is","tin can","paperweight",NA,NA,NA,4,4,3,4,4,3,"GPT-3",0.811196729540825
719,2022050215,"cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is","tin can","bird feeder",NA,NA,NA,3,4,3,3,4,3,"GPT-3",0.62629634141922
720,2022050216,"cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is","tin can","planter",NA,NA,NA,3,5,3,3,5,3,"GPT-3",0.679844856262207
721,2022050217,"cmpl-59yRVpZuAwaoWw73EtoUBJW7fg5Lh","tin can","vase for flowers",NA,NA,NA,3,5,3,3,5,3,"GPT-3",0.554228723049164
722,2022050218,"cmpl-59yRVpZuAwaoWw73EtoUBJW7fg5Lh","tin can","pencil holder",2,5,1,2,5,1,2,5,1,"GPT-3",0.56465607881546
723,2022050219,"cmpl-59yRVpZuAwaoWw73EtoUBJW7fg5Lh","tin can","hold paintbrushes",NA,NA,NA,3,5,2,3,5,2,"GPT-3",0.617127329111099
724,2022050220,"cmpl-59yRVpZuAwaoWw73EtoUBJW7fg5Lh","tin can","store small items such as paperclips or buttons",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.373542606830597
725,2022050221,"cmpl-59yRVpZuAwaoWw73EtoUBJW7fg5Lh","tin can","coin bank",NA,NA,NA,2,5,2,2,5,2,"GPT-3",0.570426911115646
726,2022050222,"cmpl-59yRZnb6HBojt6uDGgjAu4pIyBTBJ","tin can","vase",NA,NA,NA,3,5,3,3,5,3,"GPT-3",0.65122127532959
727,2022050223,"cmpl-59yRZnb6HBojt6uDGgjAu4pIyBTBJ","tin can","Cut the top off of a tin can and use it as a pencil holder",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.278159260749817
728,2022050224,"cmpl-59yRZnb6HBojt6uDGgjAu4pIyBTBJ","tin can","Use a tin can as a planter for small plants or succulents",3,4,3,NA,NA,NA,3,4,3,"GPT-3",0.262950718402863
729,2022050225,"cmpl-59yRZnb6HBojt6uDGgjAu4pIyBTBJ","tin can","Make a wind chime out of a few tin cans and some string or fishing line",3,3,2,NA,NA,NA,3,3,2,"GPT-3",0.283555805683136
731,2022050227,"cmpl-59yRfMSgH8Q9qVHZ6JBRKPw0XscHX","tin can","could be used as a vase for flowers",3,4,3,NA,NA,NA,3,4,3,"GPT-3",0.35147762298584
732,2022050228,"cmpl-59yRfMSgH8Q9qVHZ6JBRKPw0XscHX","tin can","a pencil holder on a desk",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.465376377105713
733,2022050229,"cmpl-59yRfMSgH8Q9qVHZ6JBRKPw0XscHX","tin can","could be used to hold paintbrushes in an artist's studio",3,5,2,NA,NA,NA,3,5,2,"GPT-3",0.379035234451294
734,2022050230,"cmpl-59yRfMSgH8Q9qVHZ6JBRKPw0XscHX","tin can","a coin bank",NA,NA,NA,2,5,2,2,5,2,"GPT-3",0.500575184822083
735,2022050231,"cmpl-59yRfMSgH8Q9qVHZ6JBRKPw0XscHX","tin can","telephone could be made by punching holes in two cans",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.355265140533447
736,2022050232,"cmpl-59yRiLY9wu9D9rvsBLagcf3e4pDKV","tin can","could be used as a planter for small plants or herbs",3,4,3,NA,NA,NA,3,4,3,"GPT-3",0.336035668849945
737,2022050233,"cmpl-59yRiLY9wu9D9rvsBLagcf3e4pDKV","tin can","could be used as a pencil holder on a desk",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.360363245010376
738,2022050234,"cmpl-59yRiLY9wu9D9rvsBLagcf3e4pDKV","tin can","could be used to hold paintbrushes in an artist's studio",3,5,2,NA,NA,NA,3,5,2,"GPT-3",0.379035234451294
739,2022050235,"cmpl-59yRiLY9wu9D9rvsBLagcf3e4pDKV","tin can","could be used as a vase for fresh flowers or artificial flowers",3,4,3,NA,NA,NA,3,4,3,"GPT-3",0.366385042667389
740,2022050236,"cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV","tin can","telephone",NA,NA,NA,3,3,2,3,3,2,"GPT-3",0.742841094732285
741,2022050237,"cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV","tin can","candle holder",NA,NA,NA,3,5,3,3,5,3,"GPT-3",0.519070982933044
742,2022050238,"cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV","tin can","plant pot",NA,NA,NA,3,5,3,3,5,3,"GPT-3",0.545723438262939
743,2022050239,"cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV","tin can","piñata",NA,NA,NA,4,3,5,4,3,5,"GPT-3",0.83614918589592
743,2022050239,"cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV","tin can","pinata",NA,NA,NA,4,3,5,4,3,5,"GPT-3",0.83614918589592
744,2022050240,"cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV","tin can","wind chime",NA,NA,NA,4,3,4,4,3,4,"GPT-3",0.597642928361893
745,2022050241,"cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV","tin can","bird feeder",NA,NA,NA,3,4,3,3,4,3,"GPT-3",0.62629634141922
746,2022050242,"cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV","tin can","lampshade",NA,NA,NA,4,4,4,4,4,4,"GPT-3",0.786672532558441
747,2022050243,"cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV","tin can","pen holder",2,5,1,2,5,1,2,5,1,"GPT-3",0.563439518213272
749,2022050245,"cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w","tin can","vase",NA,NA,NA,3,5,3,3,5,3,"GPT-3",0.65122127532959
750,2022050246,"cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w","tin can","piggy bank",NA,NA,NA,2,5,2,2,5,2,"GPT-3",0.601439356803894
751,2022050247,"cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w","tin can","candle holder",NA,NA,NA,3,5,3,3,5,3,"GPT-3",0.519070982933044
752,2022050248,"cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w","tin can","An ice cream container",2,5,2,1,5,1,2,5,2,"GPT-3",0.420922994613647
753,2022050249,"cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w","tin can","lunch box",3,3,2,NA,NA,NA,3,3,2,"GPT-3",0.455413103103638
754,2022050250,"cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w","tin can","storage container for small items",2,5,1,1,5,1,2,5,1,"GPT-3",0.418093979358673
755,2022050251,"cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w","tin can","planter",NA,NA,NA,3,5,3,3,5,3,"GPT-3",0.679844856262207
756,2022050252,"cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w","tin can","bird feeder",NA,NA,NA,3,4,3,3,4,3,"GPT-3",0.62629634141922
757,2022050253,"cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w","tin can","wind chime",NA,NA,NA,4,3,4,4,3,4,"GPT-3",0.597642928361893
758,2022050254,"cmpl-59yRsxdsDgFmeI9RHAHYoVh2UgQwq","tin can","could be used as a vase for small flowers",3,4,3,NA,NA,NA,3,4,3,"GPT-3",0.339142978191376
759,2022050255,"cmpl-59yRsxdsDgFmeI9RHAHYoVh2UgQwq","tin can","could be used to hold pencils or other small stationary items.",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.30840665102005
760,2022050256,"cmpl-59yRsxdsDgFmeI9RHAHYoVh2UgQwq","tin can","could be used as a candle holder",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.31387186050415
761,2022050257,"cmpl-59yRsxdsDgFmeI9RHAHYoVh2UgQwq","tin can","could be used to store loose change",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.334749400615692
762,2022050258,"cmpl-59yRsxdsDgFmeI9RHAHYoVh2UgQwq","tin can","telephone: two people each have a string",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.443701326847076
763,2022050259,"cmpl-59yRwaYlsQyosWKPAoIP1hDVl49IO","tin can","could be used as a vase",3,4,3,NA,NA,NA,3,4,3,"GPT-3",0.32991886138916
764,2022050260,"cmpl-59yRwaYlsQyosWKPAoIP1hDVl49IO","tin can","could be used as a pencil holder",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.336262404918671
765,2022050261,"cmpl-59yRwaYlsQyosWKPAoIP1hDVl49IO","tin can","could be used to hold paintbrushes",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.330661952495575
766,2022050262,"cmpl-59yRwaYlsQyosWKPAoIP1hDVl49IO","tin can","could be used as a pot for a plant",3,4,3,NA,NA,NA,3,4,3,"GPT-3",0.368139266967773
767,2022050263,"cmpl-59yRwaYlsQyosWKPAoIP1hDVl49IO","tin can","could be used as a doorstop",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.374050676822662
769,2022050265,"cmpl-59yS1zlJc4yEIFliiEzVetjIOofEI","tin can","could be used as a plant pot",3,4,3,NA,NA,NA,3,4,3,"GPT-3",0.34440803527832
770,2022050266,"cmpl-59yS1zlJc4yEIFliiEzVetjIOofEI","tin can","a storage container for small objects such as buttonsjewelryor coins.",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.352562367916107
771,2022050267,"cmpl-59yS1zlJc4yEIFliiEzVetjIOofEI","tin can","could be used as a candle holder",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.31387186050415
772,2022050268,"cmpl-59yS1zlJc4yEIFliiEzVetjIOofEI","tin can","make a wind chime by attaching it to other objects such as shells or beads",3,3,2,NA,NA,NA,3,3,2,"GPT-3",0.330452740192413
773,2022050269,"cmpl-59yS4k62yx0CDlij4M0maikPS7Nmz","tin can","coin bank",NA,NA,NA,2,5,2,2,5,2,"GPT-3",0.570426911115646
774,2022050270,"cmpl-59yS4k62yx0CDlij4M0maikPS7Nmz","tin can","candle holder",NA,NA,NA,3,5,3,3,5,3,"GPT-3",0.519070982933044
775,2022050271,"cmpl-59yS4k62yx0CDlij4M0maikPS7Nmz","tin can","hold small plants or flowers",3,4,3,3,5,3,3,4,3,"GPT-3",0.40909880399704
776,2022050272,"cmpl-59yS4k62yx0CDlij4M0maikPS7Nmz","tin can","storage container for pens and pencilspaper clipsetc.",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.430286824703217
778,2022050274,"cmpl-59yS79ehpLrnN9KcIFtyrUEedXNUt","tin can","Make a pencil holder by painting and decorating a tin can",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.266614973545074
779,2022050275,"cmpl-59yS79ehpLrnN9KcIFtyrUEedXNUt","tin can","Use a tin can as a planter for small succulents or cacti",3,4,3,NA,NA,NA,3,4,3,"GPT-3",0.276646971702576
780,2022050276,"cmpl-59yS79ehpLrnN9KcIFtyrUEedXNUt","tin can","vase or candle holder by wrapping it in twine or ribbon",3,4,3,NA,NA,NA,3,4,3,"GPT-3",0.360400557518005
781,2022050277,"cmpl-59yS79ehpLrnN9KcIFtyrUEedXNUt","tin can","Create fun patterns on",3,4,2,3,3,3,3,4,2,"GPT-3",0.475295424461365
782,2022050278,"cmpl-59ySBLShnZRbMIroCuk6r1jtoFSoV","tin can","could be used as a planter for small plants or succulents",3,4,3,NA,NA,NA,3,4,3,"GPT-3",0.357122123241425
783,2022050279,"cmpl-59ySBLShnZRbMIroCuk6r1jtoFSoV","tin can","cute and easy vase by wrapping twine or yarn around the middle",3,4,3,NA,NA,NA,3,4,3,"GPT-3",0.388296484947205
784,2022050280,"cmpl-59ySBLShnZRbMIroCuk6r1jtoFSoV","tin can","Make a set of coasters by decoupaging old magazine pages onto tin cans and sealing with clear Mod Podge",3,4,3,NA,NA,NA,3,4,3,"GPT-3",0.28826379776001
785,2022050281,"cmpl-59ySBLShnZRbMIroCuk6r1jtoFSoV","tin can","Use an empty tin",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.18008279800415
786,2022050282,"cmpl-59ySFHYS4G8bMycEcyaQbOMs5cUh6","tin can","could be used as a vase",3,4,3,NA,NA,NA,3,4,3,"GPT-3",0.32991886138916
787,2022050283,"cmpl-59ySFHYS4G8bMycEcyaQbOMs5cUh6","tin can","could be used as a pencil holder",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.336262404918671
788,2022050284,"cmpl-59ySFHYS4G8bMycEcyaQbOMs5cUh6","tin can","could be used to hold small office supplies like paperclips or pushpins",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.321637034416199
789,2022050285,"cmpl-59ySFHYS4G8bMycEcyaQbOMs5cUh6","tin can","with both ends cut off could be used as a planter for small plants or succulents",3,4,3,NA,NA,NA,3,4,3,"GPT-3",0.353139638900757
791,2022050287,"cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV","tin can","container for a homemade candle",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.376173794269562
792,2022050288,"cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV","tin can","vase for flowers",NA,NA,NA,3,5,3,3,5,3,"GPT-3",0.554228723049164
793,2022050289,"cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV","tin can","pencil holder",2,5,1,2,5,1,2,5,1,"GPT-3",0.56465607881546
794,2022050290,"cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV","tin can","storage container for small items such as hair clips or jewelry",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.349290370941162
795,2022050291,"cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV","tin can","plant pot",NA,NA,NA,3,5,3,3,5,3,"GPT-3",0.545723438262939
796,2022050292,"cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV","tin can","money box",NA,NA,NA,2,5,2,2,5,2,"GPT-3",0.397266387939453
797,2022050293,"cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV","tin can","piggy bank",NA,NA,NA,2,5,2,2,5,2,"GPT-3",0.601439356803894
798,2022050294,"cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV","tin can","candle holder",NA,NA,NA,3,5,3,3,5,3,"GPT-3",0.519070982933044
799,2022050295,"cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV","tin can","lampshade",NA,NA,NA,4,4,4,4,4,4,"GPT-3",0.786672532558441
800,2022050296,"cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV","tin can","tissue box cover",3,4,2,4,5,3,3,4,2,"GPT-3",0.428616642951965
801,2022050297,"cmpl-59ySLEoumJUFQIBeMourguKl63Hd7","tin can","Create a vase or flower pot",3,4,3,NA,NA,NA,3,4,3,"GPT-3",0.375506162643433
802,2022050298,"cmpl-59ySLEoumJUFQIBeMourguKl63Hd7","tin can","Make a wind chime",3,3,2,NA,NA,NA,3,3,2,"GPT-3",0.414799928665161
803,2022050299,"cmpl-59ySLEoumJUFQIBeMourguKl63Hd7","tin can","Use as a pencil holder",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.386029064655304
804,2022050300,"cmpl-59ySLEoumJUFQIBeMourguKl63Hd7","tin can","Decorate and use as a jewelry box",2,4,1,NA,NA,NA,2,4,1,"GPT-3",0.30376011133194
805,2022050301,"cmpl-59ySLEoumJUFQIBeMourguKl63Hd7","tin can","Fill with treats and use as a dog toy",4,3,4,NA,NA,NA,4,3,4,"GPT-3",0.35635632276535
806,2022050302,"cmpl-59ySLEoumJUFQIBeMourguKl63Hd7","tin can","Use as party favor cups or fill with candles for wedding table decorations",3,4,3,NA,NA,NA,3,4,3,"GPT-3",0.344825088977814
807,2022050303,"cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa","tin can","telephone",NA,NA,NA,3,3,2,3,3,2,"GPT-3",0.742841094732285
808,2022050304,"cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa","tin can","lantern",NA,NA,NA,3,4,3,3,4,3,"GPT-3",0.625743478536606
809,2022050305,"cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa","tin can","stove",NA,NA,NA,2,3,3,2,3,3,"GPT-3",0.637536495923996
810,2022050306,"cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa","tin can","solar oven",NA,NA,NA,4,2,3,4,2,3,"GPT-3",0.540378451347351
811,2022050307,"cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa","tin can","pinhole camera",NA,NA,NA,4,4,5,4,4,5,"GPT-3",0.726273715496063
812,2022050308,"cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa","tin can","wind chime",NA,NA,NA,4,3,4,4,3,4,"GPT-3",0.597642928361893
813,2022050309,"cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa","tin can","bird feeder",NA,NA,NA,3,4,3,3,4,3,"GPT-3",0.62629634141922
814,2022050310,"cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa","tin can","plant pot",NA,NA,NA,3,5,3,3,5,3,"GPT-3",0.545723438262939
815,2022050311,"cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa","tin can","soap dish",NA,NA,NA,3,4,3,3,4,3,"GPT-3",0.536095827817917
817,2022050313,"cmpl-59ySSFYX1Mhi8Dk5POGScOVs4gYx0","tin can","could be used as a vase for flowers",3,4,3,NA,NA,NA,3,4,3,"GPT-3",0.35147762298584
818,2022050314,"cmpl-59ySSFYX1Mhi8Dk5POGScOVs4gYx0","tin can","could be used to hold paintbrushes and other painting supplies",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.34634804725647
819,2022050315,"cmpl-59ySSFYX1Mhi8Dk5POGScOVs4gYx0","tin can","could be used as a desk tidy to hold penspencilspaperclipsetc",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.346119403839111
820,2022050316,"cmpl-59ySSFYX1Mhi8Dk5POGScOVs4gYx0","tin can","could be used to store coins or other small items",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.305838525295258
821,20160017,"BP20160001","book","plate",NA,NA,NA,3,3,4,3,3,4,"human",0.84421943128109
822,20160018,"BP20160001","book","send secret messages",NA,NA,NA,3,5,3,3,5,3,"human",0.667767286300659
823,20160019,"BP20160001","book","alternative for sex life",NA,NA,NA,5,3,5,5,3,5,"human",0.60893726348877
824,20160020,"BP20160001","book","resell",NA,NA,NA,2,3,1,2,3,1,"human",0.837854266166687
825,20160053,"BP20160007","book","file",NA,NA,NA,2,1,1,2,1,1,"human",0.852871268987656
826,20160054,"BP20160007","book","printing press",NA,NA,NA,1,3,1,1,3,1,"human",0.641819149255753
827,20160055,"BP20160007","book","to break in",NA,NA,NA,3,3,3,3,3,3,"human",0.618481636047363
828,20160056,"BP20160007","book","break someone's hand",NA,NA,NA,3,4,2,3,4,2,"human",0.55183133482933
829,20160057,"BP20160007","book","start a revolution",NA,NA,NA,3,3,4,3,3,4,"human",0.592844158411026
830,20160111,"BP20160009","book","splash",NA,NA,NA,3,3,2,3,3,2,"human",0.924898326396942
831,20160112,"BP20160009","book","bookend",NA,NA,NA,2,4,2,2,4,2,"human",0.900806628167629
832,20160144,"BP20160011","book","As a pillow",NA,NA,NA,4,3,3,4,3,3,"human",0.613468408584595
833,20160145,"BP20160011","book","headrest",NA,NA,NA,3,3,3,3,3,3,"human",1.02859568968415
834,20160146,"BP20160011","book","As an elevation (to stand on)",NA,NA,NA,3,4,2,3,4,2,"human",0.659246414899826
835,20160147,"BP20160011","book","As a weight, and you want to do muscle training",NA,NA,NA,3,4,3,3,4,3,"human",0.553123742341995
836,20160148,"BP20160011","book","You can fold airplanes from the loose pages",NA,NA,NA,2,5,2,2,5,2,"human",0.494167566299438
837,20160149,"BP20160011","book","And from the cardboard a mold for painting",NA,NA,NA,3,3,3,3,3,3,"human",0.558508902788162
838,20160205,"BP20160012","book","coaster",NA,NA,NA,2,5,1,2,5,1,"human",0.862543419003487
839,20160206,"BP20160012","book","headgear",NA,NA,NA,4,2,3,4,2,3,"human",1.043273370713
840,20160207,"BP20160012","book","stairs",NA,NA,NA,4,3,4,4,3,4,"human",0.866069868206978
841,20160208,"BP20160012","book","brick",NA,NA,NA,4,3,4,4,3,4,"human",0.868654668331146
842,20160209,"BP20160012","book","decoration",NA,NA,NA,2,4,2,2,4,2,"human",0.86568520963192
843,20160210,"BP20160012","book","flowerpot",NA,NA,NA,5,2,4,5,2,4,"human",1.0592898093164
844,20160211,"BP20160012","book","toilet paper",NA,NA,NA,3,4,2,3,4,2,"human",0.616801410913467
845,20160261,"BP20160013","book","coaster",NA,NA,NA,2,5,1,2,5,1,"human",0.862543419003487
846,20160262,"BP20160013","book"," a stack of books as a bedside table",NA,NA,NA,3,3,3,3,3,3,"human",0.422923386096954
847,20160263,"BP20160013","book","as an umbrella against the rain",NA,NA,NA,3,3,3,3,3,3,"human",0.659076780080795
848,20160341,"BP20160014","book","read from",NA,NA,NA,1,5,1,1,5,1,"human",0.419013142585754
849,20160342,"BP20160014","book","Using it as a weapon (throwing it around).",2,3,2,2,3,2,2,3,2,"human",0.600267380475998
850,20160343,"BP20160014","book","make noise with it",NA,NA,NA,3,3,1,3,3,1,"human",0.648119628429413
851,20160344,"BP20160014","book","you can write things down in it",NA,NA,NA,1,5,1,1,5,1,"human",0.489349722862244
852,20160345,"BP20160014","book","use as a coaster",NA,NA,NA,2,5,1,2,5,1,"human",0.606118857860565
853,20160346,"BP20160014","book","use as a step",NA,NA,NA,3,4,3,3,4,3,"human",0.59631484746933
854,20160347,"BP20160014","book","use as decoration (e.g. in your bookcase)",NA,NA,NA,2,4,2,2,4,2,"human",0.624656707048416
855,20160348,"BP20160014","book","to hide something in (e.g., a bill or a gum)",NA,NA,NA,3,5,3,3,5,3,"human",0.607132703065872
856,20160349,"BP20160014","book","as a cooler (flapping those leaves)",NA,NA,NA,2,5,2,2,5,2,"human",0.675453871488571
857,20160350,"BP20160014","book","you can also use it as a building block",NA,NA,NA,4,3,3,4,3,3,"human",0.569311797618866
858,20160351,"BP20160014","book","burn in the stove (as wood)",NA,NA,NA,2,4,2,2,4,2,"human",0.669833034276962
859,20160425,"BP20160015","book","elevation for your computer",NA,NA,NA,2,5,2,2,5,2,"human",0.686917692422867
860,20160426,"BP20160015","book","coaster",NA,NA,NA,2,5,1,2,5,1,"human",0.862543419003487
861,20160427,"BP20160015","book","table tennis pool",NA,NA,NA,4,4,5,4,4,5,"human",0.778437837958336
862,20160428,"BP20160015","book","you can hit someone with it",NA,NA,NA,3,4,2,3,4,2,"human",0.562063544988632
863,20160429,"BP20160015","book","you can drum on it",NA,NA,NA,4,5,3,4,5,3,"human",0.582747995853424
864,20160430,"BP20160015","book","use as a bookend",2,4,2,2,4,2,2,4,2,"human",0.592478305101395
865,20160431,"BP20160015","book","cabinet padding",NA,NA,NA,1,5,2,1,5,2,"human",0.923129618167877
866,20160432,"BP20160015","book","you can put a book upright and peer behind it",NA,NA,NA,2,5,2,2,5,2,"human",0.418948888778687
867,20160495,"BP20160016","book","support for furniture",NA,NA,NA,3,4,2,3,4,2,"human",0.703618049621582
868,20160496,"BP20160016","book","coaster",NA,NA,NA,2,5,1,2,5,1,"human",0.862543419003487
869,20160497,"BP20160016","book","weight",NA,NA,NA,2,3,2,2,3,2,"human",0.760693624615669
870,20160498,"BP20160016","book","fire equipment",NA,NA,NA,2,4,2,2,4,2,"human",0.808917596936226
871,20160499,"BP20160016","book","decoration",NA,NA,NA,2,4,2,2,4,2,"human",0.86568520963192
872,20160500,"BP20160016","book","scrapbook",NA,NA,NA,1,5,1,1,5,1,"human",0.673624038696289
873,20160501,"BP20160016","book","side table",3,3,2,3,3,3,3,3,2,"human",0.718691408634186
874,20160561,"BP20160017","book","throw",NA,NA,NA,2,3,1,2,3,1,"human",0.784064546227455
875,20160562,"BP20160017","book","catch",NA,NA,NA,3,3,1,3,3,1,"human",0.759186774492264
876,20160563,"BP20160017","book","buried",NA,NA,NA,2,3,2,2,3,2,"human",0.870330050587654
877,20160564,"BP20160017","book","excavate",NA,NA,NA,3,3,2,3,3,2,"human",1.01661013998091
878,20160565,"BP20160017","book","eat",NA,NA,NA,4,1,3,4,1,3,"human",0.778711453080177
879,20160566,"BP20160017","book","do not read",NA,NA,NA,1,5,1,1,5,1,"human",0.459981918334961
880,20160567,"BP20160017","book","tear up",NA,NA,NA,3,4,2,3,4,2,"human",0.688223391771317
881,20160568,"BP20160017","book","juggling",NA,NA,NA,4,3,3,4,3,3,"human",0.878771714866161
882,20160569,"BP20160017","book","write in it",NA,NA,NA,1,5,1,1,5,1,"human",0.451812982559204
883,20160570,"BP20160017","book","exchanging it for something nice",NA,NA,NA,2,3,1,2,3,1,"human",0.572730362415314
884,20160571,"BP20160017","book","build a house of books",NA,NA,NA,4,2,4,4,2,4,"human",0.372751593589783
885,20160572,"BP20160017","book","build a hut from books",NA,NA,NA,4,2,4,4,2,4,"human",0.3990718126297
886,20160573,"BP20160017","book","build a chair from books",3,3,3,4,3,4,3,3,3,"human",0.38872492313385
887,20160574,"BP20160017","book","read backwards",NA,NA,NA,1,5,1,1,5,1,"human",0.501632839441299
888,20160575,"BP20160017","book","turn it into cigarettes",NA,NA,NA,5,3,4,5,3,4,"human",0.631807327270508
889,20160651,"BP20160018","book","to read ",NA,NA,NA,1,5,1,1,5,1,"human",0.399501621723175
890,20160652,"BP20160018","book","as a support pillar ",NA,NA,NA,3,3,2,3,3,2,"human",0.696127563714981
891,20160653,"BP20160018","book","as decoration in the room ",2,5,2,2,4,2,2,5,2,"human",0.592613697052002
892,20160654,"BP20160018","book","to make a secret hiding place in ",NA,NA,NA,3,5,3,3,5,3,"human",0.552815556526184
893,20160655,"BP20160018","book","to hit someone with ",NA,NA,NA,2,4,2,2,4,2,"human",0.591625303030014
894,20160656,"BP20160018","book","to beat yourself up ",NA,NA,NA,3,3,2,3,3,2,"human",0.611443668603897
895,20160657,"BP20160018","book","to build a table ",NA,NA,NA,3,3,3,3,3,3,"human",0.604109883308411
896,20160658,"BP20160018","book","to build a wall with ",3,3,3,4,3,3,3,3,3,"human",0.6251260638237
897,20160659,"BP20160018","book","to fill cabinets ",NA,NA,NA,1,5,1,1,5,1,"human",0.730556607246399
898,20160660,"BP20160018","book","to make fire with ",NA,NA,NA,2,4,2,2,4,2,"human",0.631049126386642
899,20160661,"BP20160018","book","make a chair out of it",3,3,3,4,3,4,3,3,3,"human",0.523292392492294
900,20160737,"BP20160019","book","to read",NA,NA,NA,1,5,1,1,5,1,"human",0.399501621723175
901,20160738,"BP20160019","book","as a backing for something",NA,NA,NA,2,4,2,2,4,2,"human",0.57314133644104
902,20160739,"BP20160019","book","beautiful for decoration in room",NA,NA,NA,2,4,2,2,4,2,"human",0.610931009054184
903,20160740,"BP20160019","book","to explain a color",NA,NA,NA,3,3,2,3,3,2,"human",0.547487884759903
904,20160741,"BP20160019","book","to teach/learn someone something",NA,NA,NA,1,4,1,1,4,1,"human",0.539144426584244
905,20160742,"BP20160019","book","as a hat on your head",NA,NA,NA,4,2,3,4,2,3,"human",0.57524237036705
906,20160743,"BP20160019","book","to play with ",NA,NA,NA,2,3,1,2,3,1,"human",0.636242002248764
