"id","response_id","eucldist_object_response","eucldist_chair_response","cosdist_object_response","cosdist_chair_response","object","response","originality_rater01","utility_rater01","surprise_rater01","originality_rater02","utility_rater02","surprise_rater02","rater"
782,2022050278,3.632685,6.512577,0.357122123,0.640986174,"tin can","could be used as a planter for small plants or succulents",NA,NA,NA,NA,NA,NA,NA
783,2022050279,3.7478034,6.2701225,0.388296485,0.581921011,"tin can","cute and easy vase by wrapping twine or yarn around the middle",NA,NA,NA,NA,NA,NA,NA
784,2022050280,3.3222735,6.353676,0.288263798,0.616235554,"tin can","Make a set of coasters by decoupaging old magazine pages onto tin cans and sealing with clear Mod Podge",NA,NA,NA,NA,NA,NA,NA
785,2022050281,2.6986134,6.772406,0.180082798,0.674066901,"tin can","Use an empty tin",NA,NA,NA,NA,NA,NA,NA
786,2022050282,3.5396082,6.361448,0.329918861,0.593381912,"tin can","could be used as a vase",NA,NA,NA,NA,NA,NA,NA
787,2022050283,3.567586,6.2766953,0.336262405,0.573538154,"tin can","could be used as a pencil holder",NA,NA,NA,NA,NA,NA,NA
788,2022050284,3.4460237,6.303407,0.321637034,0.592724413,"tin can","could be used to hold small office supplies like paperclips or pushpins",NA,NA,NA,NA,NA,NA,NA
789,2022050285,3.5959792,6.427267,0.353139639,0.62370652,"tin can","with both ends cut off could be used as a planter for small plants or succulents",NA,NA,NA,NA,NA,NA,NA
790,2022050286,5.4549103,7.2753134,0.590703815,0.691592336,"tin can","A",NA,NA,NA,NA,NA,NA,NA
791,2022050287,3.8538198,6.628005,0.376173794,0.6410487,"tin can","container for a homemade candle",NA,NA,NA,NA,NA,NA,NA
792,2022050288,5.001276,7.058078,0.554228723,0.688332796,"tin can","vase for flowers",NA,NA,NA,NA,NA,NA,NA
793,2022050289,5.432624,6.99382,0.564656079,0.624467462,"tin can","pencil holder",NA,NA,NA,NA,NA,NA,NA
794,2022050290,3.6355078,6.4748797,0.349290371,0.621293277,"tin can","storage container for small items such as hair clips or jewelry",NA,NA,NA,NA,NA,NA,NA
795,2022050291,5.5684986,8.060158,0.545723438,0.79839085,"tin can","plant pot",NA,NA,NA,NA,NA,NA,NA
796,2022050292,4.235904,7.0898237,0.397266388,0.694927663,"tin can","money box",NA,NA,NA,NA,NA,NA,NA
797,2022050293,5.5342402,7.6999483,0.601439357,0.773685038,"tin can","piggy bank",NA,NA,NA,NA,NA,NA,NA
798,2022050294,5.4126863,7.055132,0.519070983,0.611264437,"tin can","candle holder",NA,NA,NA,NA,NA,NA,NA
799,2022050295,7.123441,7.93417,0.786672533,0.70688948,"tin can","lampshade",NA,NA,NA,NA,NA,NA,NA
800,2022050296,4.328294,6.8913054,0.428616643,0.664105892,"tin can","tissue box cover",NA,NA,NA,NA,NA,NA,NA
801,2022050297,3.8580933,6.623387,0.375506163,0.638557732,"tin can","Create a vase or flower pot",NA,NA,NA,NA,NA,NA,NA
802,2022050298,4.027435,6.731542,0.414799929,0.668372154,"tin can","Make a wind chime",NA,NA,NA,NA,NA,NA,NA
803,2022050299,3.8365774,6.29812,0.386029065,0.574542165,"tin can","Use as a pencil holder",NA,NA,NA,NA,NA,NA,NA
804,2022050300,3.3950577,6.3460402,0.303760111,0.592228293,"tin can","Decorate and use as a jewelry box",NA,NA,NA,NA,NA,NA,NA
805,2022050301,3.6454804,6.282186,0.356356323,0.578212857,"tin can","Fill with treats and use as a dog toy",NA,NA,NA,NA,NA,NA,NA
806,2022050302,3.600572,6.183023,0.344825089,0.552358001,"tin can","Use as party favor cups or fill with candles for wedding table decorations",NA,NA,NA,NA,NA,NA,NA
807,2022050303,7.6565614,8.725508,0.742841095,0.747745156,"tin can","telephone",NA,NA,NA,NA,NA,NA,NA
808,2022050304,6.507315,8.128116,0.625743479,0.727277279,"tin can","lantern",NA,NA,NA,NA,NA,NA,NA
809,2022050305,7.1461596,8.53927,0.637536496,0.718653828,"tin can","stove",NA,NA,NA,NA,NA,NA,NA
810,2022050306,5.8505554,8.324805,0.540378451,0.799915731,"tin can","solar oven",NA,NA,NA,NA,NA,NA,NA
811,2022050307,6.562216,8.570356,0.726273715,0.874269232,"tin can","pinhole camera",NA,NA,NA,NA,NA,NA,NA
812,2022050308,5.557062,7.7528734,0.597642928,0.778148249,"tin can","wind chime",NA,NA,NA,NA,NA,NA,NA
813,2022050309,5.884381,7.9653525,0.626296341,0.789775848,"tin can","bird feeder",NA,NA,NA,NA,NA,NA,NA
814,2022050310,5.5684986,8.060158,0.545723438,0.79839085,"tin can","plant pot",NA,NA,NA,NA,NA,NA,NA
815,2022050311,5.645367,7.979453,0.536095828,0.762358874,"tin can","soap dish",NA,NA,NA,NA,NA,NA,NA
816,2022050312,6.3536115,8.385424,0.625745445,0.797554672,"tin can","pig",NA,NA,NA,NA,NA,NA,NA
817,2022050313,3.6285026,6.3994503,0.351477623,0.606309414,"tin can","could be used as a vase for flowers",NA,NA,NA,NA,NA,NA,NA
818,2022050314,3.5729358,6.4088426,0.346348047,0.616400599,"tin can","could be used to hold paintbrushes and other painting supplies",NA,NA,NA,NA,NA,NA,NA
819,2022050315,3.5535595,6.041926,0.346119404,0.522664964,"tin can","could be used as a desk tidy to hold penspencilspaperclipsetc",NA,NA,NA,NA,NA,NA,NA
820,2022050316,3.4246933,6.7455487,0.305838525,0.68653053,"tin can","could be used to store coins or other small items",NA,NA,NA,NA,NA,NA,NA
821,20160017,8.656324,8.40031,0.844219431,0.75243184,"book","plate",NA,NA,NA,3,3,4,NA
822,20160018,6.7393465,8.028372,0.667767286,0.891137429,"book","send secret messages",NA,NA,NA,3,5,3,NA
823,20160019,6.2196693,6.9976406,0.608937263,0.720108986,"book","alternative for sex life",NA,NA,NA,5,3,5,NA
824,20160020,8.470327,9.57159,0.837854266,1.010417975,"book","resell",NA,NA,NA,2,3,1,NA
825,20160053,9.245632,9.647236,0.852871269,0.885289237,"book","file",NA,NA,NA,2,1,1,NA
826,20160054,6.895383,7.8374186,0.641819149,0.776137277,"book","printing press",NA,NA,NA,1,3,1,NA
827,20160055,6.2061257,6.854497,0.618481636,0.70109725,"book","to break in",NA,NA,NA,3,3,3,NA
828,20160056,5.919055,6.4087234,0.551831335,0.594279557,"book","break someone's hand",NA,NA,NA,3,4,2,NA
829,20160057,6.130372,6.9837127,0.592844158,0.722169816,"book","start a revolution",NA,NA,NA,3,3,4,NA
830,20160111,8.381387,8.022159,0.924898326,0.7919994,"book","splash",NA,NA,NA,3,3,2,NA
831,20160112,8.124815,8.434269,0.900806628,0.907321371,"book","bookend",NA,NA,NA,2,4,2,NA
832,20160144,6.2121634,5.7749443,0.613468409,0.454270184,"book","As a pillow",NA,NA,NA,4,3,3,NA
833,20160145,9.982546,8.045177,1.02859569,0.633935094,"book","headrest",NA,NA,NA,3,3,3,NA
834,20160146,6.2050905,6.384798,0.659246415,0.616642088,"book","As an elevation (to stand on)",NA,NA,NA,3,4,2,NA
835,20160147,5.872646,6.5151443,0.553123742,0.634437323,"book","As a weight, and you want to do muscle training",NA,NA,NA,3,4,3,NA
836,20160148,5.6092854,6.4798613,0.494167566,0.636477053,"book","You can fold airplanes from the loose pages",NA,NA,NA,2,5,2,NA
837,20160149,5.8682323,6.23223,0.558508903,0.569579333,"book","And from the cardboard a mold for painting",NA,NA,NA,3,3,3,NA
838,20160205,8.541094,8.111664,0.862543419,0.733816206,"book","coaster",NA,NA,NA,2,5,1,NA
839,20160206,9.267095,8.664831,1.043273371,0.858945414,"book","headgear",NA,NA,NA,4,2,3,NA
840,20160207,8.729695,7.1931596,0.866069868,0.55616048,"book","stairs",NA,NA,NA,4,3,4,NA
841,20160208,8.663547,8.4015665,0.868654668,0.771769613,"book","brick",NA,NA,NA,4,3,4,NA
842,20160209,8.737158,8.196847,0.86568521,0.720783293,"book","decoration",NA,NA,NA,2,4,2,NA
843,20160210,9.510801,8.833955,1.059289809,0.862787545,"book","flowerpot",NA,NA,NA,5,2,4,NA
844,20160211,6.729085,6.7009063,0.616801411,0.566552639,"book","toilet paper",NA,NA,NA,3,4,2,NA
845,20160261,8.541094,8.111664,0.862543419,0.733816206,"book","coaster",NA,NA,NA,2,5,1,NA
846,20160262,5.3270116,5.8493476,0.422923386,0.472134829,"book"," a stack of books as a bedside table",NA,NA,NA,3,3,3,NA
847,20160263,6.321464,6.348867,0.65907678,0.588846177,"book","as an umbrella against the rain",NA,NA,NA,3,3,3,NA
848,20160341,5.308892,7.1495132,0.419013143,0.758376196,"book","read from",NA,NA,NA,1,5,1,NA
849,20160342,6.0163054,6.538461,0.60026738,0.654171407,"book","Using it as a weapon (throwing it around).",NA,NA,NA,2,3,2,NA
850,20160343,6.340113,6.772555,0.648119628,0.678632468,"book","make noise with it",NA,NA,NA,3,3,1,NA
851,20160344,5.6406827,6.8382115,0.489349723,0.693348259,"book","you can write things down in it",NA,NA,NA,1,5,1,NA
852,20160345,6.0882583,6.393472,0.606118858,0.603733897,"book","use as a coaster",NA,NA,NA,2,5,1,NA
853,20160346,6.1021376,6.597071,0.596314847,0.641071647,"book","use as a step",NA,NA,NA,3,4,3,NA
854,20160347,6.07599,6.272547,0.624656707,0.586473107,"book","use as decoration (e.g. in your bookcase)",NA,NA,NA,2,4,2,NA
855,20160348,6.017874,6.472409,0.607132703,0.642843455,"book","to hide something in (e.g., a bill or a gum)",NA,NA,NA,3,5,3,NA
856,20160349,6.243924,6.3984523,0.675453871,0.623185277,"book","as a cooler (flapping those leaves)",NA,NA,NA,2,5,2,NA
857,20160350,5.966555,6.6429987,0.569311798,0.658047706,"book","you can also use it as a building block",NA,NA,NA,4,3,3,NA
858,20160351,6.273955,6.3161016,0.669833034,0.593180001,"book","burn in the stove (as wood)",NA,NA,NA,2,4,2,NA
859,20160425,6.509388,6.7362685,0.686917692,0.667985946,"book","elevation for your computer",NA,NA,NA,2,5,2,NA
860,20160426,8.541094,8.111664,0.862543419,0.733816206,"book","coaster",NA,NA,NA,2,5,1,NA
861,20160427,7.5308795,6.4436946,0.778437838,0.523459405,"book","table tennis pool",NA,NA,NA,4,4,5,NA
862,20160428,5.98828,6.843387,0.562063545,0.689747781,"book","you can hit someone with it",NA,NA,NA,3,4,2,NA
863,20160429,6.0326195,6.677598,0.582747996,0.663853735,"book","you can drum on it",NA,NA,NA,4,5,3,NA
864,20160430,5.9822087,6.5318675,0.592478305,0.65408206,"book","use as a bookend",NA,NA,NA,2,4,2,NA
865,20160431,8.14836,6.3872833,0.923129618,0.517787576,"book","cabinet padding",NA,NA,NA,1,5,2,NA
866,20160432,5.29182,6.210579,0.418948889,0.562257022,"book","you can put a book upright and peer behind it",NA,NA,NA,2,5,2,NA
867,20160495,6.690483,5.9013286,0.70361805,0.473650157,"book","support for furniture",NA,NA,NA,3,4,2,NA
868,20160496,8.541094,8.111664,0.862543419,0.733816206,"book","coaster",NA,NA,NA,2,5,1,NA
869,20160497,8.45615,8.824776,0.760693625,0.787258402,"book","weight",NA,NA,NA,2,3,2,NA
870,20160498,7.6933246,7.458953,0.808917597,0.706647813,"book","fire equipment",NA,NA,NA,2,4,2,NA
871,20160499,8.737158,8.196847,0.86568521,0.720783293,"book","decoration",NA,NA,NA,2,4,2,NA
872,20160500,7.807855,9.206222,0.673624039,0.887971684,"book","scrapbook",NA,NA,NA,1,5,1,NA
873,20160501,7.089872,6.022332,0.718691409,0.467895985,"book","side table",NA,NA,NA,3,3,3,NA
874,20160561,7.8195724,7.66645,0.784064546,0.705649346,"book","throw",NA,NA,NA,2,3,1,NA
875,20160562,7.5401487,8.03843,0.759186774,0.8071201,"book","catch",NA,NA,NA,3,3,1,NA
876,20160563,8.656765,9.1266365,0.870330051,0.913824514,"book","buried",NA,NA,NA,2,3,2,NA
877,20160564,9.413828,9.915887,1.01661014,1.066279277,"book","excavate",NA,NA,NA,3,3,2,NA
878,20160565,8.413514,8.833493,0.778711453,0.813806772,"book","eat",NA,NA,NA,4,1,3,NA
879,20160566,5.5582123,7.340325,0.459981918,0.779727086,"book","do not read",NA,NA,NA,1,5,1,NA
880,20160567,6.624647,6.958143,0.688223392,0.696902841,"book","tear up",NA,NA,NA,3,4,2,NA
881,20160568,8.640912,8.620198,0.878771715,0.825352624,"book","juggling",NA,NA,NA,4,3,3,NA
882,20160569,5.465857,7.0638995,0.451812983,0.744991958,"book","write in it",NA,NA,NA,1,5,1,NA
883,20160570,5.9849424,6.7956433,0.572730362,0.694952667,"book","exchanging it for something nice",NA,NA,NA,2,3,1,NA
884,20160571,5.0624976,6.6024537,0.372751594,0.644033283,"book","build a house of books",NA,NA,NA,4,2,4,NA
885,20160572,5.2021227,6.47188,0.399071813,0.628378481,"book","build a hut from books",NA,NA,NA,4,2,4,NA
886,20160573,5.145358,5.368929,0.388724923,0.371048272,"book","build a chair from books",NA,NA,NA,4,3,4,NA
887,20160574,5.7911725,7.196279,0.501632839,0.738736421,"book","read backwards",NA,NA,NA,1,5,1,NA
888,20160575,6.286498,6.863084,0.631807327,0.696734607,"book","turn it into cigarettes",NA,NA,NA,5,3,4,NA
889,20160651,5.2202573,7.2919083,0.399501622,0.777525708,"book","to read ",NA,NA,NA,1,5,1,NA
890,20160652,6.475276,6.391597,0.696127564,0.597846389,"book","as a support pillar ",NA,NA,NA,3,3,2,NA
891,20160653,6.056726,6.051419,0.592613697,0.518647403,"book","as decoration in the room ",NA,NA,NA,2,4,2,NA
892,20160654,5.8835297,6.688978,0.552815557,0.674221843,"book","to make a secret hiding place in ",NA,NA,NA,3,5,3,NA
893,20160655,6.0931306,6.7752037,0.591625303,0.681159258,"book","to hit someone with ",NA,NA,NA,2,4,2,NA
894,20160656,6.210017,6.830156,0.611443669,0.685838103,"book","to beat yourself up ",NA,NA,NA,3,3,2,NA
895,20160657,6.1582427,6.240341,0.604109883,0.554315001,"book","to build a table ",NA,NA,NA,3,3,3,NA
896,20160658,6.211408,6.526324,0.625126064,0.62669304,"book","to build a wall with ",NA,NA,NA,4,3,3,NA
897,20160659,6.761462,6.474095,0.730556607,0.596100688,"book","to fill cabinets ",NA,NA,NA,1,5,1,NA
898,20160660,6.257205,6.6568446,0.631049126,0.653425366,"book","to make fire with ",NA,NA,NA,2,4,2,NA
899,20160661,5.7647953,5.548417,0.523292392,0.408719122,"book","make a chair out of it",NA,NA,NA,4,3,4,NA
900,20160737,5.2202573,7.2919083,0.399501622,0.777525708,"book","to read",NA,NA,NA,1,5,1,NA
901,20160738,5.962134,6.431285,0.573141336,0.611411095,"book","as a backing for something",NA,NA,NA,2,4,2,NA
902,20160739,6.1984444,6.263138,0.610931009,0.55776909,"book","beautiful for decoration in room",NA,NA,NA,2,4,2,NA
903,20160740,5.8933434,6.7518435,0.547487885,0.677694887,"book","to explain a color",NA,NA,NA,3,3,2,NA
904,20160741,5.864752,6.920036,0.539144427,0.71579662,"book","to teach/learn someone something",NA,NA,NA,1,4,1,NA
905,20160742,5.9807696,6.069397,0.57524237,0.523188531,"book","as a hat on your head",NA,NA,NA,4,2,3,NA
906,20160743,6.309199,6.803444,0.636242002,0.681449473,"book","to play with ",NA,NA,NA,2,3,1,NA
907,20160744,6.2179294,6.770457,0.654935688,0.718845785,"book","To build with (several)",NA,NA,NA,3,3,3,NA
908,20160745,6.1871085,7.1937594,0.603364497,0.770407125,"book","to browse through ",NA,NA,NA,1,5,1,NA
909,20160746,6.211485,6.8150277,0.620157957,0.69185394,"book","to tear out leaves",NA,NA,NA,2,4,1,NA
910,20160747,6.32621,6.8840632,0.633062035,0.693018377,"book","to cut out",NA,NA,NA,2,4,1,NA
911,20160748,6.5914574,6.87846,0.673748851,0.67267257,"book","to throw",NA,NA,NA,2,4,1,NA
912,20160749,6.017739,6.6154876,0.580334932,0.649921477,"book","as the main foundation",NA,NA,NA,99,99,99,NA
913,20160750,6.6438165,6.703881,0.730351299,0.667729408,"book","as a hole stopper",NA,NA,NA,4,3,3,NA
914,20160751,5.9399147,6.4688897,0.565855712,0.618586302,"book","To fill up the case ",NA,NA,NA,1,5,1,NA
915,20160752,6.6076293,7.3207917,0.68208459,0.779398143,"book","to register",NA,NA,NA,2,3,1,NA
916,20160753,5.9252443,7.0432343,0.541518986,0.726452649,"book","for inspiration",NA,NA,NA,2,4,1,NA
917,20160845,5.070841,8.212921,0.344389081,0.862151876,"book","read",NA,NA,NA,1,5,1,NA
918,20160846,8.560495,8.905185,0.846025124,0.865146175,"book","burn",NA,NA,NA,2,4,2,NA
919,20160847,5.835768,6.4937005,0.547061473,0.633200526,"book","Tear out pages and throw them out the window like confetti",NA,NA,NA,3,3,2,NA
920,20160848,6.0113125,8.460558,0.468401432,0.87414223,"book","write",NA,NA,NA,1,5,1,NA
921,20160849,6.020622,6.3129663,0.577596366,0.574580044,"book","hit someone on the head",NA,NA,NA,3,4,2,NA
922,20160850,6.073673,6.318883,0.610111445,0.590699106,"book","clench hard as a statement",NA,NA,NA,1,5,2,NA
923,20160851,6.160832,6.0404773,0.624003112,0.518193215,"book","standing on it as a stepping stone",NA,NA,NA,3,4,3,NA
924,20160852,6.899061,6.758233,0.707837999,0.620348901,"book","throw down",NA,NA,NA,2,3,1,NA
925,20160853,7.465216,8.51536,0.70749262,0.864939094,"book","sell",NA,NA,NA,2,3,1,NA
926,20160854,7.64291,8.44129,0.711521566,0.817184135,"book","Buy",NA,NA,NA,1,3,1,NA
927,20160855,4.977314,5.927761,0.344363987,0.493252277,"book","as a book stand to hang on the wall, bookcase of books",NA,NA,NA,4,3,4,NA
928,20160856,5.9684296,6.299081,0.569244623,0.574513137,"book","put in the closet",NA,NA,NA,2,5,1,NA
929,20160857,6.0719438,6.258754,0.602939814,0.571146429,"book","as an ornamental object in the room",NA,NA,NA,2,5,2,NA
930,20160858,7.885707,8.607607,0.798665851,0.893422589,"book","collect",NA,NA,NA,2,3,1,NA
931,20160859,6.1869125,7.0619845,0.581840605,0.709036708,"book","build a library",NA,NA,NA,4,1,4,NA
932,20160860,7.1896286,8.254927,0.614868343,0.764281452,"book","study",NA,NA,NA,1,4,1,NA
933,20160861,6.0499578,7.0131445,0.582969397,0.74225843,"book","Mark in it",NA,NA,NA,1,5,1,NA
934,20160862,6.166103,7.433724,0.574090272,0.789228424,"book","reveal things",NA,NA,NA,2,3,2,NA
935,20160863,5.9054747,6.8715024,0.554685771,0.715159148,"book","refer to it",NA,NA,NA,1,3,1,NA
936,20160864,6.2153764,7.1092324,0.590758532,0.723634511,"book","sing out a song",NA,NA,NA,3,3,0,NA
937,20160963,8.541094,8.111664,0.862543419,0.733816206,"book","coaster",NA,NA,NA,2,5,1,NA
938,20160964,7.7721095,6.526937,0.749565452,0.494916916,"book","board",NA,NA,NA,3,3,2,NA
939,20160965,7.41585,7.2991366,0.712659776,0.645077974,"book","paint cloth",NA,NA,NA,4,4,4,NA
940,20160966,8.374421,8.043305,0.81241934,0.707944959,"book","hat",NA,NA,NA,4,2,3,NA
941,20160967,6.540326,7.0576053,0.643961817,0.694030285,"book","raise something",NA,NA,NA,2,4,2,NA
942,20160968,5.835065,6.5141077,0.545929551,0.637012213,"book","make music, a kind of drum it is",NA,NA,NA,4,5,3,NA
943,20160969,5.86308,6.229197,0.551419854,0.563983679,"book","so that the table is not slanted",NA,NA,NA,2,4,2,NA
944,20160970,5.8856273,6.7255583,0.541388214,0.664592922,"book","as a gift package",NA,NA,NA,3,4,3,NA
945,20161052,8.541094,8.111664,0.862543419,0.733816206,"book","coaster",NA,NA,NA,2,5,1,NA
946,20161100,8.621398,9.111742,0.760667101,0.809545249,"book","notebook",NA,NA,NA,1,5,1,NA
947,20161101,8.428878,0,0.793410257,0,"book","chair",NA,NA,NA,4,3,4,NA
948,20161102,7.9429965,6.145804,0.747078985,0.42113167,"book","table",NA,NA,NA,3,4,3,NA
949,20161103,8.541094,8.111664,0.862543419,0.733816206,"book","coaster",NA,NA,NA,2,5,1,NA
950,20161104,6.1758947,6.161034,0.604605973,0.534815788,"book","shelf on the wall",NA,NA,NA,3,3,4,NA
951,20161105,9.170731,8.811186,0.98064182,0.854869261,"book","tunnel",NA,NA,NA,5,1,2,NA
952,20161106,7.9265904,7.6795125,0.806711867,0.708838671,"book","wrap",NA,NA,NA,3,3,3,NA
953,20161107,9.724803,9.819292,1.129887626,1.086682819,"book","embezzler",NA,NA,NA,0,0,0,NA
954,20161150,6.690483,5.9013286,0.70361805,0.473650157,"book","support for furniture",NA,NA,NA,3,4,2,NA
955,20161151,5.8084965,6.428089,0.538771033,0.614012271,"book","tear up paper as a way of stress relief",NA,NA,NA,3,5,2,NA
956,20161152,6.469598,7.047897,0.684543908,0.752218828,"book","to dye in",NA,NA,NA,3,3,2,NA
957,20161153,6.166005,6.53355,0.626034439,0.63924402,"book","separation for in a closet",NA,NA,NA,3,3,4,NA
958,20161154,5.706784,6.1435905,0.512885422,0.542190939,"book","use as bookshelf",NA,NA,NA,3,4,4,NA
959,20161155,6.2736125,6.250857,0.658488035,0.571124554,"book","gluing to the wall as decoration",NA,NA,NA,2,4,3,NA
960,20161156,6.154193,6.9428377,0.642461896,0.777063638,"book","bookmaking: the sport",NA,NA,NA,3,4,3,NA
961,20161199,8.365611,8.658492,0.847085744,0.854830042,"book","doorstop",NA,NA,NA,2,5,2,NA
962,20161200,5.982191,5.8956347,0.571590602,0.482656837,"book","to get the table legs even",NA,NA,NA,3,4,2,NA
963,20161201,8.511573,7.2313757,0.902664214,0.610824227,"book","ladder",NA,NA,NA,5,2,3,NA
964,20161202,6.2802553,6.527772,0.629889369,0.617268413,"book","smooth out crumpled papers",NA,NA,NA,2,5,1,NA
965,20161203,6.1946154,6.6707945,0.611389369,0.65187043,"book","make fire with it",NA,NA,NA,2,4,2,NA
966,20161238,6.640923,7.4113197,0.642269194,0.74563989,"book","hit someone",NA,NA,NA,3,4,1,NA
967,20161239,4.9857903,7.219809,0.357358038,0.757036462,"book","read out",NA,NA,NA,1,5,1,NA
968,20161240,6.131337,7.112081,0.582059234,0.737192869,"book","learn from",NA,NA,NA,1,5,1,NA
969,20161241,3.7989202,7.0198646,0.186238706,0.674884766,"book","task book",NA,NA,NA,1,5,1,NA
970,20161242,6.201198,7.037378,0.591281205,0.711835176,"book","in drawing",NA,NA,NA,2,4,2,NA
971,20161283,8.788629,9.016597,0.87617223,0.872412473,"book","weapon",NA,NA,NA,3,3,2,NA
972,20161284,6.4986963,6.875682,0.807355613,0.72143808,"book","firelighter",NA,NA,NA,2,4,2,NA
973,20161285,7.1622562,6.994093,0.847784832,0.726326883,"book","fuel (fireplace)",NA,NA,NA,2,4,2,NA
974,20161286,6.729085,6.7009063,0.616801411,0.566552639,"book","toilet paper",NA,NA,NA,3,4,2,NA
975,20161287,8.541094,8.111664,0.862543419,0.733816206,"book","coaster",NA,NA,NA,2,5,1,NA
976,20161342,6.146625,7.4123764,0.604213119,0.843917176,"book","E-reader",NA,NA,NA,1,1,1,NA
977,20161343,5.8410425,6.965685,0.535400748,0.730223894,"book","radio with dj telling stories",NA,NA,NA,99,99,99,NA
978,20161344,6.478108,6.936094,0.638099194,0.675182819,"book","notebook with pen",NA,NA,NA,1,5,1,NA
979,20161345,6.1848106,6.761459,0.600859493,0.664198488,"book","typewriters with paper",NA,NA,NA,1,1,0,NA
980,20161346,8.854916,8.566956,0.838239178,0.74490577,"book","TV",NA,NA,NA,0,0,0,NA
981,20161347,8.811581,8.73181,0.881608956,0.818905786,"book","pc",NA,NA,NA,0,0,0,NA
982,20161348,9.337112,8.860613,0.861633599,0.739095718,"book","laptop",NA,NA,NA,1,0,0,NA
983,20161349,8.69632,8.279639,0.836933792,0.718827307,"book","chalkboard ",NA,NA,NA,4,3,3,NA
984,20161350,6.3247294,7.040878,0.630145967,0.727268368,"book","cd/dvd player with listening dvd",NA,NA,NA,99,99,99,NA
985,20161351,7.659926,8.616635,0.791416302,0.938841812,"book","portray",NA,NA,NA,2,3,2,NA
986,20161352,6.239835,6.662903,0.602963865,0.631600559,"book","Create theater piece",NA,NA,NA,3,3,2,NA
987,20161353,6.5467772,7.9864836,0.595395505,0.832428023,"book","Create film",NA,NA,NA,3,1,2,NA
988,20161399,5.070841,8.212921,0.344389081,0.862151876,"book","read",NA,NA,NA,1,5,1,NA
989,20161400,6.1240506,6.70054,0.599973887,0.66439721,"book","stack to raise something",NA,NA,NA,2,4,2,NA
990,20161401,5.8725853,6.4844623,0.552812278,0.626275629,"book","put on paper for smoothing",NA,NA,NA,2,4,1,NA
991,20161402,6.249028,7.0260825,0.61588046,0.727337837,"book","capture loose papers",NA,NA,NA,1,5,1,NA
992,20161453,5.9837866,6.656522,0.57650885,0.66557312,"book","Building stacks with you",NA,NA,NA,3,3,3,NA
993,20161454,8.124815,8.434269,0.900806628,0.907321371,"book","bookend",NA,NA,NA,2,4,2,NA
994,20161455,8.541094,8.111664,0.862543419,0.733816206,"book","coaster",NA,NA,NA,2,5,1,NA
995,20161456,6.031737,6.757699,0.593096286,0.698507667,"book","build a labyrinth with it",NA,NA,NA,5,3,4,NA
996,20161457,5.557087,6.540972,0.480868578,0.650018156,"book","tear out a page and make a collage of it",NA,NA,NA,2,5,2,NA
997,20161458,6.665372,6.8894124,0.719045937,0.69954145,"book","play dominoes with",NA,NA,NA,5,4,5,NA
998,20161484,9.010876,8.472148,0.914740212,0.765240192,"book","handkerchief",NA,NA,NA,4,3,4,NA
999,20161485,8.541094,8.111664,0.862543419,0.733816206,"book","coaster",NA,NA,NA,2,5,1,NA
1000,20161486,8.374421,8.043305,0.81241934,0.707944959,"book","hat",NA,NA,NA,4,2,3,NA
1001,20161523,8.541094,8.111664,0.862543419,0.733816206,"book","coaster",NA,NA,NA,2,5,1,NA
1002,20161524,6.540326,7.0576053,0.643961817,0.694030285,"book","raise something",NA,NA,NA,2,4,2,NA
1003,20161525,8.365611,8.658492,0.847085744,0.854830042,"book","doorstop",NA,NA,NA,2,5,2,NA
1004,20161526,7.3260374,6.7206635,0.727559149,0.566218346,"book","wall shelf",NA,NA,NA,3,3,4,NA
1005,20161559,5.070841,8.212921,0.344389081,0.862151876,"book","read",NA,NA,NA,1,5,1,NA
1006,20161560,8.257517,8.494269,0.869108841,0.863279164,"book","strike",NA,NA,NA,2,3,2,NA
1007,20161561,6.270214,6.821239,0.620125562,0.67810443,"book","to keep fire going",NA,NA,NA,2,4,2,NA
1008,20161562,6.283381,6.6638618,0.637555271,0.655337214,"book","use as a building block",NA,NA,NA,3,3,3,NA
1009,20161563,5.7248387,6.2684774,0.51104179,0.564883173,"book","put down as art",NA,NA,NA,2,4,2,NA
1010,20161564,5.7176304,6.8481584,0.498215318,0.68049264,"book","get inspired",NA,NA,NA,2,4,1,NA
1011,20161602,8.124815,8.434269,0.900806628,0.907321371,"book","bookend",NA,NA,NA,2,4,2,NA
1012,20161640,8.084912,8.484101,0.817003831,0.845646888,"book","Beat",NA,NA,NA,2,3,2,NA
1013,20161641,6.5931034,6.0663357,0.670776576,0.501691341,"book","sit on",NA,NA,NA,3,4,3,NA
1014,20161642,6.112204,5.980286,0.60243699,0.501288295,"book","use as a pillow ",NA,NA,NA,3,3,3,NA
1015,20161643,6.293516,6.7617373,0.645873338,0.685074031,"book","use to elevate something",NA,NA,NA,2,4,2,NA
1016,20161644,6.28349,5.8739414,0.645354301,0.478187263,"book","use as a stool",NA,NA,NA,3,4,3,NA
1017,20161685,8.124815,8.434269,0.900806628,0.907321371,"book","bookend",NA,NA,NA,2,4,2,NA
1018,20161686,6.232115,6.798328,0.624426723,0.687049389,"book","fuel to keep the fire going",NA,NA,NA,2,4,2,NA
1019,20161687,7.4586344,6.841003,0.781343117,0.60466218,"book","folding airplanes",NA,NA,NA,2,4,2,NA
1020,20161688,5.8556695,6.6207085,0.547205895,0.658480495,"book","cut a hole in it so that it becomes a secret store",NA,NA,NA,3,5,3,NA
