id,response_id,eucldist_object_response,eucldist_chair_response,cosdist_object_response,cosdist_chair_response,object,response,originality_rater01,utility_rater01,surprise_rater01,originality_rater02,utility_rater02,surprise_rater02,rater_01,rater_02
764,2022050260,"3,567,586","62,766,953",0.336262405,0.573538154,tin can,could be used as a pencil holder,2,5,1,NA,NA,NA,MB,NA
765,2022050261,"35,165,553","6,530,668",0.330661952,0.642962426,tin can,could be used to hold paintbrushes,2,5,1,NA,NA,NA,MB,NA
766,2022050262,"37,343,094","6,557,093",0.368139267,0.640084475,tin can,could be used as a pot for a plant,3,4,3,NA,NA,NA,MB,NA
767,2022050263,"3,706,671","6,431,736",0.374050677,0.620472193,tin can,could be used as a doorstop,2,4,2,NA,NA,NA,MB,NA
768,2022050264,0,"72,677,965",1.19E-07,0.745433539,tin can,tin can,NA,NA,NA,NA,NA,NA,NA,IS
769,2022050265,"36,430,027","66,407,895",0.344408035,0.654760092,tin can,could be used as a plant pot,3,4,3,NA,NA,NA,MB,NA
770,2022050266,"35,868,285","6,501,432",0.352562368,0.646559447,tin can,a storage container for small objects such as buttonsjewelryor coins.,2,5,1,NA,NA,NA,MB,NA
771,2022050267,"34,620,085","6,242,005",0.313871861,0.563846618,tin can,could be used as a candle holder,2,4,2,NA,NA,NA,MB,NA
772,2022050268,"3,493,979","64,992,685",0.33045274,0.642823011,tin can,make a wind chime by attaching it to other objects such as shells or beads,3,3,2,NA,NA,NA,MB,NA
773,2022050269,"55,579,467","79,714,723",0.570426911,0.80212988,tin can,coin bank,NA,NA,NA,NA,NA,NA,NA,IS
774,2022050270,"54,126,863","7,055,132",0.519070983,0.611264437,tin can,candle holder,NA,NA,NA,NA,NA,NA,NA,IS
775,2022050271,"4,138,622","69,836,087",0.409098804,0.700444877,tin can,hold small plants or flowers,3,4,3,NA,NA,NA,MB,IS
776,2022050272,"38,532,727","63,875,866",0.430286825,0.627863288,tin can,storage container for pens and pencilspaper clipsetc.,2,5,1,NA,NA,NA,MB,NA
777,2022050273,"4,418,714","73,669,786",0.406581223,0.730397046,tin can,make,NA,NA,NA,NA,NA,NA,NA,IS
778,2022050274,"31,863,837","6,183,861",0.266614974,0.556924611,tin can,Make a pencil holder by painting and decorating a tin can,2,5,1,NA,NA,NA,MB,NA
779,2022050275,"32,345,717","6,512,247",0.276646972,0.648694545,tin can,Use a tin can as a planter for small succulents or cacti,3,4,3,NA,NA,NA,MB,NA
780,2022050276,"36,477,232","62,476,325",0.360400558,0.572292387,tin can,vase or candle holder by wrapping it in twine or ribbon,3,4,3,NA,NA,NA,MB,NA
781,2022050277,"43,832,684","69,627,695",0.475295424,0.709439784,tin can,Create fun patterns on,3,4,2,NA,NA,NA,MB,IS
782,2022050278,"3,632,685","6,512,577",0.357122123,0.640986174,tin can,could be used as a planter for small plants or succulents,3,4,3,NA,NA,NA,MB,NA
783,2022050279,"37,478,034","62,701,225",0.388296485,0.581921011,tin can,cute and easy vase by wrapping twine or yarn around the middle,3,4,3,NA,NA,NA,MB,NA
784,2022050280,"33,222,735","6,353,676",0.288263798,0.616235554,tin can,Make a set of coasters by decoupaging old magazine pages onto tin cans and sealing with clear Mod Podge,3,4,3,NA,NA,NA,MB,NA
785,2022050281,"26,986,134","6,772,406",0.180082798,0.674066901,tin can,Use an empty tin,1,5,1,NA,NA,NA,MB,NA
786,2022050282,"35,396,082","6,361,448",0.329918861,0.593381912,tin can,could be used as a vase,3,4,3,NA,NA,NA,MB,NA
787,2022050283,"3,567,586","62,766,953",0.336262405,0.573538154,tin can,could be used as a pencil holder,2,5,1,NA,NA,NA,MB,NA
788,2022050284,"34,460,237","6,303,407",0.321637034,0.592724413,tin can,could be used to hold small office supplies like paperclips or pushpins,2,5,1,NA,NA,NA,MB,NA
789,2022050285,"35,959,792","6,427,267",0.353139639,0.62370652,tin can,with both ends cut off could be used as a planter for small plants or succulents,3,4,3,NA,NA,NA,MB,NA
790,2022050286,"54,549,103","72,753,134",0.590703815,0.691592336,tin can,A,NA,NA,NA,NA,NA,NA,NA,IS
791,2022050287,"38,538,198","6,628,005",0.376173794,0.6410487,tin can,container for a homemade candle,2,4,2,NA,NA,NA,MB,NA
792,2022050288,"5,001,276","7,058,078",0.554228723,0.688332796,tin can,vase for flowers,NA,NA,NA,NA,NA,NA,NA,IS
793,2022050289,"5,432,624","699,382",0.564656079,0.624467462,tin can,pencil holder,2,5,1,NA,NA,NA,MB,IS
794,2022050290,"36,355,078","64,748,797",0.349290371,0.621293277,tin can,storage container for small items such as hair clips or jewelry,2,5,1,NA,NA,NA,MB,NA
795,2022050291,"55,684,986","8,060,158",0.545723438,0.79839085,tin can,plant pot,NA,NA,NA,NA,NA,NA,NA,IS
796,2022050292,"4,235,904","70,898,237",0.397266388,0.694927663,tin can,money box,NA,NA,NA,NA,NA,NA,NA,IS
797,2022050293,"55,342,402","76,999,483",0.601439357,0.773685038,tin can,piggy bank,NA,NA,NA,NA,NA,NA,NA,IS
798,2022050294,"54,126,863","7,055,132",0.519070983,0.611264437,tin can,candle holder,NA,NA,NA,NA,NA,NA,NA,IS
799,2022050295,"7,123,441","793,417",0.786672533,0.70688948,tin can,lampshade,NA,NA,NA,NA,NA,NA,NA,IS
800,2022050296,"4,328,294","68,913,054",0.428616643,0.664105892,tin can,tissue box cover,3,4,2,NA,NA,NA,MB,IS
801,2022050297,"38,580,933","6,623,387",0.375506163,0.638557732,tin can,Create a vase or flower pot,3,4,3,NA,NA,NA,MB,NA
802,2022050298,"4,027,435","6,731,542",0.414799929,0.668372154,tin can,Make a wind chime,3,3,2,NA,NA,NA,MB,NA
803,2022050299,"38,365,774","629,812",0.386029065,0.574542165,tin can,Use as a pencil holder,2,5,1,NA,NA,NA,MB,NA
804,2022050300,"33,950,577","63,460,402",0.303760111,0.592228293,tin can,Decorate and use as a jewelry box,2,4,1,NA,NA,NA,MB,NA
805,2022050301,"36,454,804","6,282,186",0.356356323,0.578212857,tin can,Fill with treats and use as a dog toy,4,3,4,NA,NA,NA,MB,NA
806,2022050302,"3,600,572","6,183,023",0.344825089,0.552358001,tin can,Use as party favor cups or fill with candles for wedding table decorations,3,4,3,NA,NA,NA,MB,NA
807,2022050303,"76,565,614","8,725,508",0.742841095,0.747745156,tin can,telephone,NA,NA,NA,NA,NA,NA,NA,IS
808,2022050304,"6,507,315","8,128,116",0.625743479,0.727277279,tin can,lantern,NA,NA,NA,NA,NA,NA,NA,IS
809,2022050305,"71,461,596","853,927",0.637536496,0.718653828,tin can,stove,NA,NA,NA,NA,NA,NA,NA,IS
810,2022050306,"58,505,554","8,324,805",0.540378451,0.799915731,tin can,solar oven,NA,NA,NA,NA,NA,NA,NA,IS
811,2022050307,"6,562,216","8,570,356",0.726273715,0.874269232,tin can,pinhole camera,NA,NA,NA,NA,NA,NA,NA,IS
812,2022050308,"5,557,062","77,528,734",0.597642928,0.778148249,tin can,wind chime,NA,NA,NA,NA,NA,NA,NA,IS
813,2022050309,"5,884,381","79,653,525",0.626296341,0.789775848,tin can,bird feeder,NA,NA,NA,NA,NA,NA,NA,IS
814,2022050310,"55,684,986","8,060,158",0.545723438,0.79839085,tin can,plant pot,NA,NA,NA,NA,NA,NA,NA,IS
815,2022050311,"5,645,367","7,979,453",0.536095828,0.762358874,tin can,soap dish,NA,NA,NA,NA,NA,NA,NA,IS
816,2022050312,"63,536,115","8,385,424",0.625745445,0.797554672,tin can,pig,NA,NA,NA,NA,NA,NA,NA,IS
817,2022050313,"36,285,026","63,994,503",0.351477623,0.606309414,tin can,could be used as a vase for flowers,3,4,3,NA,NA,NA,MB,NA
818,2022050314,"35,729,358","64,088,426",0.346348047,0.616400599,tin can,could be used to hold paintbrushes and other painting supplies,2,5,1,NA,NA,NA,MB,NA
819,2022050315,"35,535,595","6,041,926",0.346119404,0.522664964,tin can,could be used as a desk tidy to hold penspencilspaperclipsetc,2,5,1,NA,NA,NA,MB,NA
820,2022050316,"34,246,933","67,455,487",0.305838525,0.68653053,tin can,could be used to store coins or other small items,2,5,1,NA,NA,NA,MB,NA
821,20160017,"8,656,324","840,031",0.844219431,0.75243184,book,plate,NA,NA,NA,3,3,4,NA,IS
822,20160018,"67,393,465","8,028,372",0.667767286,0.891137429,book,send secret messages,NA,NA,NA,3,5,3,NA,IS
823,20160019,"62,196,693","69,976,406",0.608937263,0.720108986,book,alternative for sex life,NA,NA,NA,5,3,5,NA,IS
824,20160020,"8,470,327","957,159",0.837854266,"1,010,417,975",book,resell,NA,NA,NA,2,3,1,NA,IS
825,20160053,"9,245,632","9,647,236",0.852871269,0.885289237,book,file,NA,NA,NA,2,1,1,NA,IS
826,20160054,"6,895,383","78,374,186",0.641819149,0.776137277,book,printing press,NA,NA,NA,1,3,1,NA,IS
827,20160055,"62,061,257","6,854,497",0.618481636,0.70109725,book,to break in,NA,NA,NA,3,3,3,NA,IS
828,20160056,"5,919,055","64,087,234",0.551831335,0.594279557,book,break someone's hand,NA,NA,NA,3,4,2,NA,IS
829,20160057,"6,130,372","69,837,127",0.592844158,0.722169816,book,start a revolution,NA,NA,NA,3,3,4,NA,IS
830,20160111,"8,381,387","8,022,159",0.924898326,0.7919994,book,splash,NA,NA,NA,3,3,2,NA,IS
831,20160112,"8,124,815","8,434,269",0.900806628,0.907321371,book,bookend,NA,NA,NA,2,4,2,NA,IS
832,20160144,"62,121,634","57,749,443",0.613468409,0.454270184,book,As a pillow,NA,NA,NA,4,3,3,NA,IS
833,20160145,"9,982,546","8,045,177","102,859,569",0.633935094,book,headrest,NA,NA,NA,3,3,3,NA,IS
834,20160146,"62,050,905","6,384,798",0.659246415,0.616642088,book,As an elevation (to stand on),NA,NA,NA,3,4,2,NA,IS
835,20160147,"5,872,646","65,151,443",0.553123742,0.634437323,book,"As a weight, and you want to do muscle training",NA,NA,NA,3,4,3,NA,IS
836,20160148,"56,092,854","64,798,613",0.494167566,0.636477053,book,You can fold airplanes from the loose pages,NA,NA,NA,2,5,2,NA,IS
837,20160149,"58,682,323","623,223",0.558508903,0.569579333,book,And from the cardboard a mold for painting,NA,NA,NA,3,3,3,NA,IS
838,20160205,"8,541,094","8,111,664",0.862543419,0.733816206,book,coaster,NA,NA,NA,2,5,1,NA,IS
839,20160206,"9,267,095","8,664,831","1,043,273,371",0.858945414,book,headgear,NA,NA,NA,4,2,3,NA,IS
840,20160207,"8,729,695","71,931,596",0.866069868,0.55616048,book,stairs,NA,NA,NA,4,3,4,NA,IS
841,20160208,"8,663,547","84,015,665",0.868654668,0.771769613,book,brick,NA,NA,NA,4,3,4,NA,IS
842,20160209,"8,737,158","8,196,847",0.86568521,0.720783293,book,decoration,NA,NA,NA,2,4,2,NA,IS
843,20160210,"9,510,801","8,833,955","1,059,289,809",0.862787545,book,flowerpot,NA,NA,NA,5,2,4,NA,IS
844,20160211,"6,729,085","67,009,063",0.616801411,0.566552639,book,toilet paper,NA,NA,NA,3,4,2,NA,IS
845,20160261,"8,541,094","8,111,664",0.862543419,0.733816206,book,coaster,NA,NA,NA,2,5,1,NA,IS
846,20160262,"53,270,116","58,493,476",0.422923386,0.472134829,book, a stack of books as a bedside table,NA,NA,NA,3,3,3,NA,IS
847,20160263,"6,321,464","6,348,867",0.65907678,0.588846177,book,as an umbrella against the rain,NA,NA,NA,3,3,3,NA,IS
848,20160341,"5,308,892","71,495,132",0.419013143,0.758376196,book,read from,NA,NA,NA,1,5,1,NA,IS
849,20160342,"60,163,054","6,538,461",0.60026738,0.654171407,book,Using it as a weapon (throwing it around).,2,3,2,2,3,2,MB,IS
850,20160343,"6,340,113","6,772,555",0.648119628,0.678632468,book,make noise with it,NA,NA,NA,3,3,1,NA,IS
851,20160344,"56,406,827","68,382,115",0.489349723,0.693348259,book,you can write things down in it,NA,NA,NA,1,5,1,NA,IS
852,20160345,"60,882,583","6,393,472",0.606118858,0.603733897,book,use as a coaster,NA,NA,NA,2,5,1,NA,IS
853,20160346,"61,021,376","6,597,071",0.596314847,0.641071647,book,use as a step,NA,NA,NA,3,4,3,NA,IS
854,20160347,"607,599","6,272,547",0.624656707,0.586473107,book,use as decoration (e.g. in your bookcase),NA,NA,NA,2,4,2,NA,IS
855,20160348,"6,017,874","6,472,409",0.607132703,0.642843455,book,"to hide something in (e.g., a bill or a gum)",NA,NA,NA,3,5,3,NA,IS
856,20160349,"6,243,924","63,984,523",0.675453871,0.623185277,book,as a cooler (flapping those leaves),NA,NA,NA,2,5,2,NA,IS
857,20160350,"5,966,555","66,429,987",0.569311798,0.658047706,book,you can also use it as a building block,NA,NA,NA,4,3,3,NA,IS
858,20160351,"6,273,955","63,161,016",0.669833034,0.593180001,book,burn in the stove (as wood),NA,NA,NA,2,4,2,NA,IS
859,20160425,"6,509,388","67,362,685",0.686917692,0.667985946,book,elevation for your computer,NA,NA,NA,2,5,2,NA,IS
860,20160426,"8,541,094","8,111,664",0.862543419,0.733816206,book,coaster,NA,NA,NA,2,5,1,NA,IS
861,20160427,"75,308,795","64,436,946",0.778437838,0.523459405,book,table tennis pool,NA,NA,NA,4,4,5,NA,IS
862,20160428,"598,828","6,843,387",0.562063545,0.689747781,book,you can hit someone with it,NA,NA,NA,3,4,2,NA,IS
863,20160429,"60,326,195","6,677,598",0.582747996,0.663853735,book,you can drum on it,NA,NA,NA,4,5,3,NA,IS
864,20160430,"59,822,087","65,318,675",0.592478305,0.65408206,book,use as a bookend,2,4,2,2,4,2,MB,IS
865,20160431,"814,836","63,872,833",0.923129618,0.517787576,book,cabinet padding,NA,NA,NA,1,5,2,NA,IS
866,20160432,"529,182","6,210,579",0.418948889,0.562257022,book,you can put a book upright and peer behind it,NA,NA,NA,2,5,2,NA,IS
867,20160495,"6,690,483","59,013,286",0.70361805,0.473650157,book,support for furniture,NA,NA,NA,3,4,2,NA,IS
868,20160496,"8,541,094","8,111,664",0.862543419,0.733816206,book,coaster,NA,NA,NA,2,5,1,NA,IS
869,20160497,"845,615","8,824,776",0.760693625,0.787258402,book,weight,NA,NA,NA,2,3,2,NA,IS
870,20160498,"76,933,246","7,458,953",0.808917597,0.706647813,book,fire equipment,NA,NA,NA,2,4,2,NA,IS
871,20160499,"8,737,158","8,196,847",0.86568521,0.720783293,book,decoration,NA,NA,NA,2,4,2,NA,IS
872,20160500,"7,807,855","9,206,222",0.673624039,0.887971684,book,scrapbook,NA,NA,NA,1,5,1,NA,IS
873,20160501,"7,089,872","6,022,332",0.718691409,0.467895985,book,side table,3,3,2,3,3,3,MB,IS
874,20160561,"78,195,724","766,645",0.784064546,0.705649346,book,throw,NA,NA,NA,2,3,1,NA,IS
875,20160562,"75,401,487","803,843",0.759186774,0.8071201,book,catch,NA,NA,NA,3,3,1,NA,IS
876,20160563,"8,656,765","91,266,365",0.870330051,0.913824514,book,buried,NA,NA,NA,2,3,2,NA,IS
877,20160564,"9,413,828","9,915,887","101,661,014","1,066,279,277",book,excavate,NA,NA,NA,3,3,2,NA,IS
878,20160565,"8,413,514","8,833,493",0.778711453,0.813806772,book,eat,NA,NA,NA,4,1,3,NA,IS
879,20160566,"55,582,123","7,340,325",0.459981918,0.779727086,book,do not read,NA,NA,NA,1,5,1,NA,IS
880,20160567,"6,624,647","6,958,143",0.688223392,0.696902841,book,tear up,NA,NA,NA,3,4,2,NA,IS
881,20160568,"8,640,912","8,620,198",0.878771715,0.825352624,book,juggling,NA,NA,NA,4,3,3,NA,IS
882,20160569,"5,465,857","70,638,995",0.451812983,0.744991958,book,write in it,NA,NA,NA,1,5,1,NA,IS
883,20160570,"59,849,424","67,956,433",0.572730362,0.694952667,book,exchanging it for something nice,NA,NA,NA,2,3,1,NA,IS
884,20160571,"50,624,976","66,024,537",0.372751594,0.644033283,book,build a house of books,NA,NA,NA,4,2,4,NA,IS
885,20160572,"52,021,227","647,188",0.399071813,0.628378481,book,build a hut from books,NA,NA,NA,4,2,4,NA,IS
886,20160573,"5,145,358","5,368,929",0.388724923,0.371048272,book,build a chair from books,3,3,3,4,3,4,MB,IS
887,20160574,"57,911,725","7,196,279",0.501632839,0.738736421,book,read backwards,NA,NA,NA,1,5,1,NA,IS
888,20160575,"6,286,498","6,863,084",0.631807327,0.696734607,book,turn it into cigarettes,NA,NA,NA,5,3,4,NA,IS
889,20160651,"52,202,573","72,919,083",0.399501622,0.777525708,book,to read ,NA,NA,NA,1,5,1,NA,IS
890,20160652,"6,475,276","6,391,597",0.696127564,0.597846389,book,as a support pillar ,NA,NA,NA,3,3,2,NA,IS
891,20160653,"6,056,726","6,051,419",0.592613697,0.518647403,book,as decoration in the room ,2,5,2,2,4,2,MB,IS
892,20160654,"58,835,297","6,688,978",0.552815557,0.674221843,book,to make a secret hiding place in ,NA,NA,NA,3,5,3,NA,IS
893,20160655,"60,931,306","67,752,037",0.591625303,0.681159258,book,to hit someone with ,NA,NA,NA,2,4,2,NA,IS
894,20160656,"6,210,017","6,830,156",0.611443669,0.685838103,book,to beat yourself up ,NA,NA,NA,3,3,2,NA,IS
895,20160657,"61,582,427","6,240,341",0.604109883,0.554315001,book,to build a table ,NA,NA,NA,3,3,3,NA,IS
896,20160658,"6,211,408","6,526,324",0.625126064,0.62669304,book,to build a wall with ,3,3,3,4,3,3,MB,IS
897,20160659,"6,761,462","6,474,095",0.730556607,0.596100688,book,to fill cabinets ,NA,NA,NA,1,5,1,NA,IS
898,20160660,"6,257,205","66,568,446",0.631049126,0.653425366,book,to make fire with ,NA,NA,NA,2,4,2,NA,IS
899,20160661,"57,647,953","5,548,417",0.523292392,0.408719122,book,make a chair out of it,3,3,3,4,3,4,MB,IS
900,20160737,"52,202,573","72,919,083",0.399501622,0.777525708,book,to read,NA,NA,NA,1,5,1,NA,IS
901,20160738,"5,962,134","6,431,285",0.573141336,0.611411095,book,as a backing for something,NA,NA,NA,2,4,2,NA,IS
902,20160739,"61,984,444","6,263,138",0.610931009,0.55776909,book,beautiful for decoration in room,NA,NA,NA,2,4,2,NA,IS
903,20160740,"58,933,434","67,518,435",0.547487885,0.677694887,book,to explain a color,NA,NA,NA,3,3,2,NA,IS
904,20160741,"5,864,752","6,920,036",0.539144427,0.71579662,book,to teach/learn someone something,NA,NA,NA,1,4,1,NA,IS
905,20160742,"59,807,696","6,069,397",0.57524237,0.523188531,book,as a hat on your head,NA,NA,NA,4,2,3,NA,IS
906,20160743,"6,309,199","6,803,444",0.636242002,0.681449473,book,to play with ,NA,NA,NA,2,3,1,NA,IS
907,20160744,"62,179,294","6,770,457",0.654935688,0.718845785,book,To build with (several),NA,NA,NA,3,3,3,NA,IS
908,20160745,"61,871,085","71,937,594",0.603364497,0.770407125,book,to browse through ,NA,NA,NA,1,5,1,NA,IS
909,20160746,"6,211,485","68,150,277",0.620157957,0.69185394,book,to tear out leaves,NA,NA,NA,2,4,1,NA,IS
910,20160747,"632,621","68,840,632",0.633062035,0.693018377,book,to cut out,NA,NA,NA,2,4,1,NA,IS
911,20160748,"65,914,574","687,846",0.673748851,0.67267257,book,to throw,NA,NA,NA,2,4,1,NA,IS
912,20160749,"6,017,739","66,154,876",0.580334932,0.649921477,book,as the main foundation,NA,NA,NA,99,99,99,NA,IS
913,20160750,"66,438,165","6,703,881",0.730351299,0.667729408,book,as a hole stopper,NA,NA,NA,4,3,3,NA,IS
914,20160751,"59,399,147","64,688,897",0.565855712,0.618586302,book,To fill up the case ,NA,NA,NA,1,5,1,NA,IS
915,20160752,"66,076,293","73,207,917",0.68208459,0.779398143,book,to register,NA,NA,NA,2,3,1,NA,IS
916,20160753,"59,252,443","70,432,343",0.541518986,0.726452649,book,for inspiration,NA,NA,NA,2,4,1,NA,IS
917,20160845,"5,070,841","8,212,921",0.344389081,0.862151876,book,read,NA,NA,NA,1,5,1,NA,IS
918,20160846,"8,560,495","8,905,185",0.846025124,0.865146175,book,burn,NA,NA,NA,2,4,2,NA,IS
919,20160847,"5,835,768","64,937,005",0.547061473,0.633200526,book,Tear out pages and throw them out the window like confetti,NA,NA,NA,3,3,2,NA,IS
920,20160848,"60,113,125","8,460,558",0.468401432,0.87414223,book,write,NA,NA,NA,1,5,1,NA,IS
921,20160849,"6,020,622","63,129,663",0.577596366,0.574580044,book,hit someone on the head,NA,NA,NA,3,4,2,NA,IS
922,20160850,"6,073,673","6,318,883",0.610111445,0.590699106,book,clench hard as a statement,NA,NA,NA,1,5,2,NA,IS
923,20160851,"6,160,832","60,404,773",0.624003112,0.518193215,book,standing on it as a stepping stone,3,4,3,3,4,3,MB,IS
924,20160852,"6,899,061","6,758,233",0.707837999,0.620348901,book,throw down,NA,NA,NA,2,3,1,NA,IS
925,20160853,"7,465,216","851,536",0.70749262,0.864939094,book,sell,NA,NA,NA,2,3,1,NA,IS
926,20160854,"764,291","844,129",0.711521566,0.817184135,book,Buy,NA,NA,NA,1,3,1,NA,IS
927,20160855,"4,977,314","5,927,761",0.344363987,0.493252277,book,"as a book stand to hang on the wall, bookcase of books",4,3,3,4,3,4,MB,IS
928,20160856,"59,684,296","6,299,081",0.569244623,0.574513137,book,put in the closet,NA,NA,NA,2,5,1,NA,IS
929,20160857,"60,719,438","6,258,754",0.602939814,0.571146429,book,as an ornamental object in the room,NA,NA,NA,2,5,2,NA,IS
930,20160858,"7,885,707","8,607,607",0.798665851,0.893422589,book,collect,NA,NA,NA,2,3,1,NA,IS
931,20160859,"61,869,125","70,619,845",0.581840605,0.709036708,book,build a library,NA,NA,NA,4,1,4,NA,IS
932,20160860,"71,896,286","8,254,927",0.614868343,0.764281452,book,study,NA,NA,NA,1,4,1,NA,IS
933,20160861,"60,499,578","70,131,445",0.582969397,0.74225843,book,Mark in it,NA,NA,NA,1,5,1,NA,IS
934,20160862,"6,166,103","7,433,724",0.574090272,0.789228424,book,reveal things,NA,NA,NA,2,3,2,NA,IS
935,20160863,"59,054,747","68,715,024",0.554685771,0.715159148,book,refer to it,NA,NA,NA,1,3,1,NA,IS
936,20160864,"62,153,764","71,092,324",0.590758532,0.723634511,book,sing out a song,NA,NA,NA,3,3,0,NA,IS
937,20160963,"8,541,094","8,111,664",0.862543419,0.733816206,book,coaster,NA,NA,NA,2,5,1,NA,IS
938,20160964,"77,721,095","6,526,937",0.749565452,0.494916916,book,board,3,3,2,3,3,2,MB,IS
939,20160965,"741,585","72,991,366",0.712659776,0.645077974,book,paint cloth,NA,NA,NA,4,4,4,NA,IS
940,20160966,"8,374,421","8,043,305",0.81241934,0.707944959,book,hat,NA,NA,NA,4,2,3,NA,IS
941,20160967,"6,540,326","70,576,053",0.643961817,0.694030285,book,raise something,NA,NA,NA,2,4,2,NA,IS
942,20160968,"5,835,065","65,141,077",0.545929551,0.637012213,book,"make music, a kind of drum it is",NA,NA,NA,4,5,3,NA,IS
943,20160969,"586,308","6,229,197",0.551419854,0.563983679,book,so that the table is not slanted,NA,NA,NA,2,4,2,NA,IS
944,20160970,"58,856,273","67,255,583",0.541388214,0.664592922,book,as a gift package,NA,NA,NA,3,4,3,NA,IS
945,20161052,"8,541,094","8,111,664",0.862543419,0.733816206,book,coaster,NA,NA,NA,2,5,1,NA,IS
946,20161100,"8,621,398","9,111,742",0.760667101,0.809545249,book,notebook,NA,NA,NA,1,5,1,NA,IS
947,20161101,"8,428,878",0,0.793410257,0,book,chair,3,3,3,4,3,4,MB,IS
948,20161102,"79,429,965","6,145,804",0.747078985,0.42113167,book,table,NA,NA,NA,3,4,3,NA,IS
949,20161103,"8,541,094","8,111,664",0.862543419,0.733816206,book,coaster,NA,NA,NA,2,5,1,NA,IS
950,20161104,"61,758,947","6,161,034",0.604605973,0.534815788,book,shelf on the wall,NA,NA,NA,3,3,4,NA,IS
951,20161105,"9,170,731","8,811,186",0.98064182,0.854869261,book,tunnel,NA,NA,NA,5,1,2,NA,IS
952,20161106,"79,265,904","76,795,125",0.806711867,0.708838671,book,wrap,NA,NA,NA,3,3,3,NA,IS
953,20161107,"9,724,803","9,819,292","1,129,887,626","1,086,682,819",book,embezzler,NA,NA,NA,0,0,0,NA,IS
954,20161150,"6,690,483","59,013,286",0.70361805,0.473650157,book,support for furniture,NA,NA,NA,3,4,2,NA,IS
955,20161151,"58,084,965","6,428,089",0.538771033,0.614012271,book,tear up paper as a way of stress relief,NA,NA,NA,3,5,2,NA,IS
956,20161152,"6,469,598","7,047,897",0.684543908,0.752218828,book,to dye in,NA,NA,NA,3,3,2,NA,IS
957,20161153,"6,166,005","653,355",0.626034439,0.63924402,book,separation for in a closet,3,4,3,3,3,4,MB,IS
958,20161154,"5,706,784","61,435,905",0.512885422,0.542190939,book,use as bookshelf,NA,NA,NA,3,4,4,NA,IS
959,20161155,"62,736,125","6,250,857",0.658488035,0.571124554,book,gluing to the wall as decoration,NA,NA,NA,2,4,3,NA,IS
960,20161156,"6,154,193","69,428,377",0.642461896,0.777063638,book,bookmaking: the sport,NA,NA,NA,3,4,3,NA,IS
961,20161199,"8,365,611","8,658,492",0.847085744,0.854830042,book,doorstop,NA,NA,NA,2,5,2,NA,IS
962,20161200,"5,982,191","58,956,347",0.571590602,0.482656837,book,to get the table legs even,NA,NA,NA,3,4,2,NA,IS
963,20161201,"8,511,573","72,313,757",0.902664214,0.610824227,book,ladder,NA,NA,NA,5,2,3,NA,IS
964,20161202,"62,802,553","6,527,772",0.629889369,0.617268413,book,smooth out crumpled papers,2,5,1,2,5,1,MB,IS
965,20161203,"61,946,154","66,707,945",0.611389369,0.65187043,book,make fire with it,NA,NA,NA,2,4,2,NA,IS
966,20161238,"6,640,923","74,113,197",0.642269194,0.74563989,book,hit someone,NA,NA,NA,3,4,1,NA,IS
967,20161239,"49,857,903","7,219,809",0.357358038,0.757036462,book,read out,NA,NA,NA,1,5,1,NA,IS
968,20161240,"6,131,337","7,112,081",0.582059234,0.737192869,book,learn from,NA,NA,NA,1,5,1,NA,IS
969,20161241,"37,989,202","70,198,646",0.186238706,0.674884766,book,task book,NA,NA,NA,1,5,1,NA,IS
970,20161242,"6,201,198","7,037,378",0.591281205,0.711835176,book,in drawing,NA,NA,NA,2,4,2,NA,IS
971,20161283,"8,788,629","9,016,597",0.87617223,0.872412473,book,weapon,NA,NA,NA,3,3,2,NA,IS
972,20161284,"64,986,963","6,875,682",0.807355613,0.72143808,book,firelighter,NA,NA,NA,2,4,2,NA,IS
973,20161285,"71,622,562","6,994,093",0.847784832,0.726326883,book,fuel (fireplace),NA,NA,NA,2,4,2,NA,IS
974,20161286,"6,729,085","67,009,063",0.616801411,0.566552639,book,toilet paper,NA,NA,NA,3,4,2,NA,IS
975,20161287,"8,541,094","8,111,664",0.862543419,0.733816206,book,coaster,NA,NA,NA,2,5,1,NA,IS
976,20161342,"6,146,625","74,123,764",0.604213119,0.843917176,book,E-reader,NA,NA,NA,1,1,1,NA,IS
977,20161343,"58,410,425","6,965,685",0.535400748,0.730223894,book,radio with dj telling stories,NA,NA,NA,99,99,99,NA,IS
978,20161344,"6,478,108","6,936,094",0.638099194,0.675182819,book,notebook with pen,NA,NA,NA,1,5,1,NA,IS
979,20161345,"61,848,106","6,761,459",0.600859493,0.664198488,book,typewriters with paper,NA,NA,NA,1,1,0,NA,IS
980,20161346,"8,854,916","8,566,956",0.838239178,0.74490577,book,TV,NA,NA,NA,0,0,0,NA,IS
981,20161347,"8,811,581","873,181",0.881608956,0.818905786,book,pc,NA,NA,NA,0,0,0,NA,IS
982,20161348,"9,337,112","8,860,613",0.861633599,0.739095718,book,laptop,NA,NA,NA,1,0,0,NA,IS
983,20161349,"869,632","8,279,639",0.836933792,0.718827307,book,chalkboard ,NA,NA,NA,4,3,3,NA,IS
984,20161350,"63,247,294","7,040,878",0.630145967,0.727268368,book,cd/dvd player with listening dvd,NA,NA,NA,99,99,99,NA,IS
985,20161351,"7,659,926","8,616,635",0.791416302,0.938841812,book,portray,NA,NA,NA,2,3,2,NA,IS
