"","id","response_id","object","response","originality_rater01","utility_rater01","surprise_rater01","research_id","respondent_id","temperature","human"
"391",1244,20161222,"fork","knife someone",2,3,2,"CESBP2016","BP20160028",NA,"1"
"392",1246,20161224,"fork","pull something out from under the sofa",2,5,2,"CESBP2016","BP20160028",NA,"1"
"393",1247,20161225,"fork","to make scratches with",2,5,1,"CESBP2016","BP20160028",NA,"1"
"394",1248,20161226,"fork","to hit someone with",2,4,2,"CESBP2016","BP20160028",NA,"1"
"395",1249,20161265,"fork","weapon",2,3,2,"CESBP2016","BP20160029",NA,"1"
"396",1250,20161266,"fork","comb",2,4,2,"CESBP2016","BP20160029",NA,"1"
"397",1252,20161268,"fork","spike",3,2,2,"CESBP2016","BP20160029",NA,"1"
"398",1253,20161269,"fork","stir with",1,5,1,"CESBP2016","BP20160029",NA,"1"
"399",1254,20161309,"fork","skewer",2,3,2,"CESBP2016","BP20160030",NA,"1"
"400",1255,20161310,"fork","sticks",1,4,1,"CESBP2016","BP20160030",NA,"1"
"401",1256,20161311,"fork","bundling of knives",3,3,2,"CESBP2016","BP20160030",NA,"1"
"402",1257,20161312,"fork","iron rods",2,2,2,"CESBP2016","BP20160030",NA,"1"
"403",1258,20161313,"fork","clamping pliers",3,2,3,"CESBP2016","BP20160030",NA,"1"
"404",1259,20161314,"fork","suction cup",3,2,2,"CESBP2016","BP20160030",NA,"1"
"405",1260,20161315,"fork","magnet",3,2,2,"CESBP2016","BP20160030",NA,"1"
"406",1262,20161317,"fork","fingers",3,2,3,"CESBP2016","BP20160030",NA,"1"
"407",1264,20161386,"fork","pick up",1,5,1,"CESBP2016","BP20160035",NA,"1"
"408",1265,20161387,"fork","drawing in the sand",2,5,2,"CESBP2016","BP20160035",NA,"1"
"409",1266,20161388,"fork","catch something",2,3,2,"CESBP2016","BP20160035",NA,"1"
"410",1267,20161389,"fork","To throw something away",2,4,1,"CESBP2016","BP20160035",NA,"1"
"411",1268,20161390,"fork","unlock something",3,2,2,"CESBP2016","BP20160035",NA,"1"
"412",1269,20161418,"fork","Writing accounts",3,2,3,"CESBP2016","BP20160036",NA,"1"
"413",1270,20161419,"fork","vote",3,1,4,"CESBP2016","BP20160036",NA,"1"
"414",1273,20161422,"fork","part of bicycle",3,2,3,"CESBP2016","BP20160036",NA,"1"
"415",1274,20161423,"fork","lamppost",3,2,3,"CESBP2016","BP20160036",NA,"1"
"416",1276,20161444,"fork","toothpick",2,4,2,"CESBP2016","BP20160037",NA,"1"
"417",1277,20161445,"fork","hair curler",2,3,2,"CESBP2016","BP20160037",NA,"1"
"418",1278,20161446,"fork","brush",2,4,2,"CESBP2016","BP20160037",NA,"1"
"419",1279,20161447,"fork","fix in the ground as a pole",2,4,2,"CESBP2016","BP20160037",NA,"1"
"420",1280,20161448,"fork","scratch your back ",2,5,1,"CESBP2016","BP20160037",NA,"1"
"421",1281,20161449,"fork","javelin throw",3,2,3,"CESBP2016","BP20160037",NA,"1"
"422",1282,20161450,"fork","weapon",2,3,2,"CESBP2016","BP20160037",NA,"1"
"423",1283,20161451,"fork","nail cleaner",2,5,2,"CESBP2016","BP20160037",NA,"1"
"424",1284,20161452,"fork","artwork",3,3,2,"CESBP2016","BP20160037",NA,"1"
"425",1285,20161509,"fork","raking grass",2,3,2,"CESBP2016","BP20160038",NA,"1"
"426",1286,20161510,"fork","a candlestick of folds",3,3,3,"CESBP2016","BP20160038",NA,"1"
"427",1287,20161511,"fork","jewelry pendant",3,3,3,"CESBP2016","BP20160038",NA,"1"
"428",1288,20161512,"fork","Puncture holes",1,4,1,"CESBP2016","BP20160038",NA,"1"
"429",1290,20161541,"fork","painting",3,2,3,"CESBP2016","BP20160039",NA,"1"
"430",1291,20161542,"fork","build",2,3,2,"CESBP2016","BP20160039",NA,"1"
"431",1292,20161543,"fork","play",2,3,2,"CESBP2016","BP20160039",NA,"1"
"432",1293,20161544,"fork","dig",2,3,2,"CESBP2016","BP20160039",NA,"1"
"433",1294,20161545,"fork","scraping things out",2,5,1,"CESBP2016","BP20160039",NA,"1"
"434",1295,20161546,"fork","can open",2,3,1,"CESBP2016","BP20160039",NA,"1"
"435",1296,20161547,"fork","harm someone",2,3,2,"CESBP2016","BP20160039",NA,"1"
"436",1297,20161584,"fork","garden tools",2,3,2,"CESBP2016","BP20160040",NA,"1"
"437",1298,20161585,"fork","teaspoon",1,5,1,"CESBP2016","BP20160040",NA,"1"
"438",1299,20161586,"fork","picking up gum from the sidewalk",2,4,2,"CESBP2016","BP20160040",NA,"1"
"439",1300,20161587,"fork","weapon",2,3,2,"CESBP2016","BP20160040",NA,"1"
"440",1301,20161617,"fork","Stitches",3,2,3,"CESBP2016","BP20160041",NA,"1"
"441",1302,20161618,"fork","comb hair",2,4,2,"CESBP2016","BP20160041",NA,"1"
"442",1303,20161619,"fork","disassemble knot ",2,4,2,"CESBP2016","BP20160041",NA,"1"
"443",1304,20161620,"fork","Prying something ' out of something ",2,4,2,"CESBP2016","BP20160041",NA,"1"
"444",1305,20161621,"fork","use as a screwdriver ",2,3,2,"CESBP2016","BP20160041",NA,"1"
"445",1306,20161622,"fork","Poking holes in all kinds of things",1,4,1,"CESBP2016","BP20160041",NA,"1"
"446",1307,20161627,"fork","Puncture holes ",1,4,1,"CESBP2016","BP20160042",NA,"1"
"447",1308,20161628,"fork","Hair combing",2,4,2,"CESBP2016","BP20160042",NA,"1"
"448",1309,20161629,"fork","pick out something",1,5,1,"CESBP2016","BP20160042",NA,"1"
"449",1310,20161630,"fork","tickle ",2,4,2,"CESBP2016","BP20160042",NA,"1"
"450",1311,20161631,"fork","scratch your back ",2,5,1,"CESBP2016","BP20160042",NA,"1"
"451",1312,20161632,"fork","unbutton",2,4,2,"CESBP2016","BP20160042",NA,"1"
"452",1313,20161633,"fork","make scratches in a window",2,5,1,"CESBP2016","BP20160042",NA,"1"
"453",1314,20161664,"fork","stick for in your hair, just as Asians have",2,4,2,"CESBP2016","BP20160043",NA,"1"
"454",1315,20161665,"fork","knitting needle",2,2,2,"CESBP2016","BP20160043",NA,"1"
"455",1316,20161666,"fork","drumstick",3,5,2,"CESBP2016","BP20160043",NA,"1"
"456",1317,20161667,"fork","triangle stick",2,5,3,"CESBP2016","BP20160043",NA,"1"
"457",1318,20161668,"fork","for sand sculpture",3,4,3,"CESBP2016","BP20160043",NA,"1"
"458",1319,20161669,"fork","herring for the tent",3,3,2,"CESBP2016","BP20160043",NA,"1"
"459",1320,20161670,"fork","comb",2,4,2,"CESBP2016","BP20160043",NA,"1"
"460",1321,20161722,"fork","Puncture holes",1,4,1,"CESBP2016","BP20160044",NA,"1"
"461",1322,20161723,"fork","Carve something",2,4,2,"CESBP2016","BP20160044",NA,"1"
"462",1323,20161756,"fork","stitches",3,2,3,"CESBP2016","BP20160045",NA,"1"
"463",1324,20161757,"fork","nose picking",3,3,3,"CESBP2016","BP20160045",NA,"1"
"464",1325,20161758,"fork","can opener",2,4,1,"CESBP2016","BP20160045",NA,"1"
"465",1326,20161759,"fork","beer opener",2,4,1,"CESBP2016","BP20160045",NA,"1"
"466",1327,20161760,"fork","conduct electricity",3,2,2,"CESBP2016","BP20160045",NA,"1"
"467",1328,20161761,"fork","crazy hair clip for people with afro",2,4,3,"CESBP2016","BP20160045",NA,"1"
"468",1329,20161762,"fork","tweezers",3,2,2,"CESBP2016","BP20160045",NA,"1"
"469",1330,20161763,"fork","back scraper",2,5,1,"CESBP2016","BP20160045",NA,"1"
"470",1331,20161764,"fork","as a knife",2,4,2,"CESBP2016","BP20160045",NA,"1"
"471",1332,20161830,"fork","dining",1,5,1,"CESBP2016","BP20160046",NA,"1"
"472",1333,20161831,"fork","surgical instrument",3,2,3,"CESBP2016","BP20160046",NA,"1"
"473",1334,20161832,"fork","weed whacker",2,3,2,"CESBP2016","BP20160046",NA,"1"
"474",1335,20161833,"fork","tools",2,3,2,"CESBP2016","BP20160046",NA,"1"
"475",1336,20161834,"fork","back scraper",2,5,1,"CESBP2016","BP20160046",NA,"1"
"476",1337,20161835,"fork","fish scraper",2,3,2,"CESBP2016","BP20160046",NA,"1"
"477",1338,20161836,"fork","murder weapon",2,2,2,"CESBP2016","BP20160046",NA,"1"
"478",1339,20161837,"fork","sex toy",4,2,3,"CESBP2016","BP20160046",NA,"1"
"479",1340,20161838,"fork","CD rack",4,2,4,"CESBP2016","BP20160046",NA,"1"
"480",1341,20161839,"fork","toys",3,3,2,"CESBP2016","BP20160046",NA,"1"
"481",1342,20161840,"fork","comb",2,4,2,"CESBP2016","BP20160046",NA,"1"
"482",1343,20161920,"fork","comb ariel ",2,4,2,"CESBP2016","BP20160047",NA,"1"
"483",1345,20161922,"fork","dig",2,3,2,"CESBP2016","BP20160047",NA,"1"
"484",1346,20161923,"fork","as part of artwork",3,3,2,"CESBP2016","BP20160047",NA,"1"
"485",1347,20161924,"fork","screwdriver",2,3,2,"CESBP2016","BP20160047",NA,"1"
"486",1348,20161925,"fork","can opener",2,4,1,"CESBP2016","BP20160047",NA,"1"
"487",1349,20161926,"fork","make holes",1,4,1,"CESBP2016","BP20160047",NA,"1"
"488",1350,20161975,"fork","art object",3,3,2,"CESBP2016","BP20160048",NA,"1"
"489",1351,20161976,"fork","darts with fork",3,2,2,"CESBP2016","BP20160048",NA,"1"
"490",1353,20161978,"fork","knife in fork when setting the table",1,5,1,"CESBP2016","BP20160048",NA,"1"
"491",1354,20162024,"fork","painting",3,2,3,"CESBP2016","BP20160049",NA,"1"
"492",1355,20162025,"fork","open container",2,4,1,"CESBP2016","BP20160049",NA,"1"
"493",1356,20162053,"fork","use as a devil's tail",3,3,4,"CESBP2016","BP20160050",NA,"1"
"494",1357,20162054,"fork","shovel for the sandbox",2,3,2,"CESBP2016","BP20160050",NA,"1"
"495",1358,20162055,"fork","use as a comb",2,4,2,"CESBP2016","BP20160050",NA,"1"
"496",1359,20162056,"fork","make little figures when you spray ink on them",3,4,3,"CESBP2016","BP20160050",NA,"1"
"497",1360,20162057,"fork","tennis racket",4,2,3,"CESBP2016","BP20160050",NA,"1"
"498",1361,20162070,"fork","picking things up from the street so your hands don't get dirty and you can throw them in the trash",2,4,2,"CESBP2016","BP20160051",NA,"1"
"499",1363,20162072,"fork","in the garden, in the earth, so that cats do not want to come there",2,4,2,"CESBP2016","BP20160051",NA,"1"
"500",1364,20162073,"fork","dipping into the paint and drawing dashes in a moment of creativity",3,3,3,"CESBP2016","BP20160051",NA,"1"
"501",1366,20162163,"fork","comb",2,4,2,"CESBP2016","BP20160053",NA,"1"
"502",1367,20162164,"fork","to shoot rubber bands with",2,5,2,"CESBP2016","BP20160053",NA,"1"
"503",1368,20162165,"fork","rake",2,3,2,"CESBP2016","BP20160053",NA,"1"
"504",1369,20172822,"fork","conductor",3,2,2,"CESBP2016","BP20160000",NA,"1"
"505",1370,20172823,"fork","catapult",2,4,2,"CESBP2016","BP20160000",NA,"1"
"506",1372,20172825,"fork","bobbin",2,4,2,"CESBP2016","BP20160000",NA,"1"
"507",1373,20172826,"fork","thumbtack substitute",2,3,2,"CESBP2016","BP20160000",NA,"1"
"508",1374,20172827,"fork","dart",3,2,2,"CESBP2016","BP20160000",NA,"1"
"509",1376,20172829,"fork","goalpost",3,3,3,"CESBP2016","BP20160000",NA,"1"
"510",1377,20172830,"fork","flag",3,2,3,"CESBP2016","BP20160000",NA,"1"
