"","research_id","gpt3_id","temperature","respondent_id","response_id","exp_condition","object","response"
"373","GPT3202208","cmpl-5kwTNzAKDU8tigPPgTIyxATqShnWi",0.8,202208070,2022080450,5,"fork","Stick it in potasee if it's done cooking"
"374","GPT3202208","cmpl-5kwTNzAKDU8tigPPgTIyxATqShnWi",0.8,202208070,2022080451,5,"fork","necklace"
"375","GPT3202208","cmpl-5kwTPXqF7ui48u4SzjpzIAyjeWkfu",0.8,202208071,2022080453,1,"tin can","bookmark"
"376","GPT3202208","cmpl-5kwTPXqF7ui48u4SzjpzIAyjeWkfu",0.8,202208071,2022080454,1,"tin can","shaker for salt spices or other seasonings"
"377","GPT3202208","cmpl-5kwTPXqF7ui48u4SzjpzIAyjeWkfu",0.8,202208071,2022080455,1,"tin can","vase or plter"
"378","GPT3202208","cmpl-5kwTPXqF7ui48u4SzjpzIAyjeWkfu",0.8,202208071,2022080456,1,"tin can","wind chime"
"379","GPT3202208","cmpl-5kwTPXqF7ui48u4SzjpzIAyjeWkfu",0.8,202208071,2022080457,1,"tin can","store small items like coins paperclips etc"
"380","GPT3202208","cmpl-5kwTPXqF7ui48u4SzjpzIAyjeWkfu",0.8,202208071,2022080458,1,"tin can","be cut in half d made incdle holders."
"381","GPT3202208","cmpl-5kwTPXqF7ui48u4SzjpzIAyjeWkfu",0.8,202208071,2022080459,1,"tin can","be painted d decorated gift wrap for small presents or jewelry."
"382","GPT3202208","cmpl-5kwTVC1ZpBPiPwc7EhyyaFfOBDz2r",0.8,202208072,2022080462,2,"tin can","wind chime by attaching different lengths of string the bottom of the c d decorating the c itself."
"383","GPT3202208","cmpl-5kwTVC1ZpBPiPwc7EhyyaFfOBDz2r",0.8,202208072,2022080463,2,"tin can","plt pot - either with or without decoration"
"384","GPT3202208","cmpl-5kwTVC1ZpBPiPwc7EhyyaFfOBDz2r",0.8,202208072,2022080464,2,"tin can","Cut out one end d cdle holder"
"385","GPT3202208","cmpl-5kwTVC1ZpBPiPwc7EhyyaFfOBDz2r",0.8,202208072,2022080465,2,"tin can","bird feeder by filling it with bird seed d attaching it tree brch."
"386","GPT3202208","cmpl-5kwTVC1ZpBPiPwc7EhyyaFfOBDz2r",0.8,202208072,2022080466,2,"tin can","Poke holes in the top d sides of the c then thread string through the holes create lterns."
"387","GPT3202208","cmpl-5kwTVC1ZpBPiPwc7EhyyaFfOBDz2r",0.8,202208072,2022080467,2,"tin can","several tin cs wall plter"
"388","GPT3202208","cmpl-5kwTZFU8ir3TWeN9in40MKzij3DmX",0.8,202208073,2022080469,3,"tin can","small plter for succulents or cacti"
"389","GPT3202208","cmpl-5kwTZFU8ir3TWeN9in40MKzij3DmX",0.8,202208073,2022080470,3,"tin can","cdle holder. Simply remove the top of the c d place telight inside"
"390","GPT3202208","cmpl-5kwTZFU8ir3TWeN9in40MKzij3DmX",0.8,202208073,2022080471,3,"tin can","create interesting wall art. For example one could nail various sized cs piece of wood in abstract pattern d then spray paint the entire thing one color."
"391","GPT3202208","cmpl-5kwTZFU8ir3TWeN9in40MKzij3DmX",0.8,202208073,2022080472,3,"tin can","One could tin c vase by wrapping yarn or twine around it in attractive way d then adding flowers."
"392","GPT3202208","cmpl-5kwTZFU8ir3TWeN9in40MKzij3DmX",0.8,202208073,2022080473,3,"tin can","Tin cs c wind chimes"
"393","GPT3202208","cmpl-5kwTdM4GYzCFuFKSCnfTorFR7sv6M",0.8,202208074,2022080475,4,"tin can","earthquake detector by filling the c with beads or rice. Place it on its side d when earthquake happens the shaking will cathe beads fall d noise"
"394","GPT3202208","cmpl-5kwTdM4GYzCFuFKSCnfTorFR7sv6M",0.8,202208074,2022080476,4,"tin can","cdle holder by puncturing holes in the top d bottom of c. Place cdle inside."
"395","GPT3202208","cmpl-5kwTdM4GYzCFuFKSCnfTorFR7sv6M",0.8,202208074,2022080477,4,"tin can","create wall art. Paint them or cover them in fabric. Arrge them in y design you like"
"396","GPT3202208","cmpl-5kwThoMERJqvIzF8x7PP5DGQeBjhg",0.8,202208075,2022080479,5,"tin can","mobile out of tin c lids"
"397","GPT3202208","cmpl-5kwThoMERJqvIzF8x7PP5DGQeBjhg",0.8,202208075,2022080480,5,"tin can","plter for herbs or flowers"
"398","GPT3202208","cmpl-5kwThoMERJqvIzF8x7PP5DGQeBjhg",0.8,202208075,2022080481,5,"tin can","pencil holder"
"399","GPT3202208","cmpl-5kwThoMERJqvIzF8x7PP5DGQeBjhg",0.8,202208075,2022080482,5,"tin can","Decorate tin c d vase"
"400","GPT3202208","cmpl-5kwThoMERJqvIzF8x7PP5DGQeBjhg",0.8,202208075,2022080483,5,"tin can","multiple small tin cs wind chime"
"401","GPT3202208","cmpl-5kwTmcyvkM4E8atRjlBUcZpAubqRi",0.6,202208076,2022080485,1,"book","doorstop"
"402","GPT3202208","cmpl-5kwTmcyvkM4E8atRjlBUcZpAubqRi",0.6,202208076,2022080486,1,"book","keep table level"
"403","GPT3202208","cmpl-5kwTmcyvkM4E8atRjlBUcZpAubqRi",0.6,202208076,2022080487,1,"book","hold open window"
"404","GPT3202208","cmpl-5kwTmcyvkM4E8atRjlBUcZpAubqRi",0.6,202208076,2022080488,1,"book","coaster for hot beverage"
"405","GPT3202208","cmpl-5kwTmcyvkM4E8atRjlBUcZpAubqRi",0.6,202208076,2022080489,1,"book","given gift (perhaps with personal inscription)"
"406","GPT3202208","cmpl-5kwTp8S29xj7gXRP55yXILUyUe4No",0.6,202208077,2022080491,2,"book","doorstop"
"407","GPT3202208","cmpl-5kwTp8S29xj7gXRP55yXILUyUe4No",0.6,202208077,2022080492,2,"book","start fire"
"408","GPT3202208","cmpl-5kwTp8S29xj7gXRP55yXILUyUe4No",0.6,202208077,2022080493,2,"book","paperweight"
"409","GPT3202208","cmpl-5kwTp8S29xj7gXRP55yXILUyUe4No",0.6,202208077,2022080494,2,"book","level table or shelf"
"410","GPT3202208","cmpl-5kwTp8S29xj7gXRP55yXILUyUe4No",0.6,202208077,2022080495,2,"book","coaster for beverages"
"411","GPT3202208","cmpl-5kwTp8S29xj7gXRP55yXILUyUe4No",0.6,202208077,2022080496,2,"book","given gift"
"412","GPT3202208","cmpl-5kwTtVVlIU0G9WSj38WA1mrCMlcbs",0.6,202208078,2022080498,3,"book","bookend"
"413","GPT3202208","cmpl-5kwTtVVlIU0G9WSj38WA1mrCMlcbs",0.6,202208078,2022080499,3,"book","doorstop"
"414","GPT3202208","cmpl-5kwTtVVlIU0G9WSj38WA1mrCMlcbs",0.6,202208078,2022080500,3,"book","raise computer screen"
"415","GPT3202208","cmpl-5kwTtVVlIU0G9WSj38WA1mrCMlcbs",0.6,202208078,2022080501,3,"book","paperweight"
"416","GPT3202208","cmpl-5kwTtVVlIU0G9WSj38WA1mrCMlcbs",0.6,202208078,2022080502,3,"book","art project"
"417","GPT3202208","cmpl-5kwTtVVlIU0G9WSj38WA1mrCMlcbs",0.6,202208078,2022080503,3,"book","book club"
"418","GPT3202208","cmpl-5kwTu4yQWo7JMrxYtMo7RRNe8tSrU",0.6,202208079,2022080505,4,"book","paperweight keep papers from flying away"
"419","GPT3202208","cmpl-5kwTu4yQWo7JMrxYtMo7RRNe8tSrU",0.6,202208079,2022080506,4,"book","doorstop keep door from slamming shut"
"420","GPT3202208","cmpl-5kwTu4yQWo7JMrxYtMo7RRNe8tSrU",0.6,202208079,2022080507,4,"book","coaster for cold drink"
"421","GPT3202208","cmpl-5kwTu4yQWo7JMrxYtMo7RRNe8tSrU",0.6,202208079,2022080508,4,"book","bookmark save your place in other book"
"422","GPT3202208","cmpl-5kwTu4yQWo7JMrxYtMo7RRNe8tSrU",0.6,202208079,2022080509,4,"book","part of centerpieces for table setting or decoration"
"423","GPT3202208","cmpl-5kwTu4yQWo7JMrxYtMo7RRNe8tSrU",0.6,202208079,2022080510,4,"book","wall art when hung on the wall with other books or by itself"
"424","GPT3202208","cmpl-5kwU0BVku9KDp6IgMx73aPOGfu8iu",0.6,202208080,2022080512,5,"book","doorstop"
"425","GPT3202208","cmpl-5kwU0BVku9KDp6IgMx73aPOGfu8iu",0.6,202208080,2022080513,5,"book","hold up table leg"
"426","GPT3202208","cmpl-5kwU0BVku9KDp6IgMx73aPOGfu8iu",0.6,202208080,2022080514,5,"book","paper airple"
"427","GPT3202208","cmpl-5kwU0BVku9KDp6IgMx73aPOGfu8iu",0.6,202208080,2022080515,5,"book","coaster"
"428","GPT3202208","cmpl-5kwU3tYTCzdOCuABwagph6TABwfO2",0.6,202208081,2022080517,1,"fork","play the pio"
"429","GPT3202208","cmpl-5kwU3tYTCzdOCuABwagph6TABwfO2",0.6,202208081,2022080518,1,"fork","Stick fork in electrical socket"
"430","GPT3202208","cmpl-5kwU3tYTCzdOCuABwagph6TABwfO2",0.6,202208081,2022080519,1,"fork","comb"
"431","GPT3202208","cmpl-5kwU3tYTCzdOCuABwagph6TABwfO2",0.6,202208081,2022080520,1,"fork","eat soup"
"432","GPT3202208","cmpl-5kwU5vB1NN1SjxQLFFe9YiFy3eeut",0.6,202208082,2022080522,2,"fork","Pitchfork (for gardening)"
"433","GPT3202208","cmpl-5kwU5vB1NN1SjxQLFFe9YiFy3eeut",0.6,202208082,2022080523,2,"fork","Forklift (move heavy objects)"
"434","GPT3202208","cmpl-5kwU5vB1NN1SjxQLFFe9YiFy3eeut",0.6,202208082,2022080524,2,"fork","Musical forks (played like xylophon"
"435","GPT3202208","cmpl-5kwU5vB1NN1SjxQLFFe9YiFy3eeut",0.6,202208082,2022080525,2,"fork","Fork in the road (decision point)"
"436","GPT3202208","cmpl-5kwU5vB1NN1SjxQLFFe9YiFy3eeut",0.6,202208082,2022080526,2,"fork","Fork over (hd something over usually money)"
"437","GPT3202208","cmpl-5kwU8h1MnkvJEs64g80RRHBpTnQjX",0.6,202208083,2022080528,3,"fork","eat spaghetti"
"438","GPT3202208","cmpl-5kwU8h1MnkvJEs64g80RRHBpTnQjX",0.6,202208083,2022080529,3,"fork","hold up pair of pts"
"439","GPT3202208","cmpl-5kwU8h1MnkvJEs64g80RRHBpTnQjX",0.6,202208083,2022080530,3,"fork","In game of Jenga"
"440","GPT3202208","cmpl-5kwU8h1MnkvJEs64g80RRHBpTnQjX",0.6,202208083,2022080531,3,"fork","microphone"
"441","GPT3202208","cmpl-5kwU8h1MnkvJEs64g80RRHBpTnQjX",0.6,202208083,2022080532,3,"fork","measure ingredient when cooking"
"442","GPT3202208","cmpl-5kwU8h1MnkvJEs64g80RRHBpTnQjX",0.6,202208083,2022080533,3,"fork","bookmark"
"443","GPT3202208","cmpl-5kwUAw0QlvwmvNw9BDNfb78F5xjBV",0.6,202208084,2022080535,4,"fork","the tines pick up small objects"
"444","GPT3202208","cmpl-5kwUAw0QlvwmvNw9BDNfb78F5xjBV",0.6,202208084,2022080536,4,"fork","tong grab food from container"
"445","GPT3202208","cmpl-5kwUAw0QlvwmvNw9BDNfb78F5xjBV",0.6,202208084,2022080537,4,"fork","Bend the tines claw-like shape grip something"
"446","GPT3202208","cmpl-5kwUAw0QlvwmvNw9BDNfb78F5xjBV",0.6,202208084,2022080538,4,"fork","the hdle stamp"
"447","GPT3202208","cmpl-5kwUDzd84uSjIoFretI6sVctg0dnk",0.6,202208085,2022080540,5,"fork","toothpick"
"448","GPT3202208","cmpl-5kwUDzd84uSjIoFretI6sVctg0dnk",0.6,202208085,2022080541,5,"fork","Stick in the ground mark your spot"
"449","GPT3202208","cmpl-5kwUDzd84uSjIoFretI6sVctg0dnk",0.6,202208085,2022080542,5,"fork","hairpin"
"450","GPT3202208","cmpl-5kwUDzd84uSjIoFretI6sVctg0dnk",0.6,202208085,2022080543,5,"fork","Curl wire around it ring"
"451","GPT3202208","cmpl-5kwUDzd84uSjIoFretI6sVctg0dnk",0.6,202208085,2022080544,5,"fork","necklace or bracelet"
"452","GPT3202208","cmpl-5kwUGznIprt6L2OFOmav4ULaitHSl",0.6,202208086,2022080546,1,"tin can","vase for flowers"
"453","GPT3202208","cmpl-5kwUGznIprt6L2OFOmav4ULaitHSl",0.6,202208086,2022080547,1,"tin can","cdle holder"
"454","GPT3202208","cmpl-5kwUGznIprt6L2OFOmav4ULaitHSl",0.6,202208086,2022080548,1,"tin can","wind chime"
"455","GPT3202208","cmpl-5kwUGznIprt6L2OFOmav4ULaitHSl",0.6,202208086,2022080549,1,"tin can","store small objects like paper clips or buttons"
"456","GPT3202208","cmpl-5kwUGznIprt6L2OFOmav4ULaitHSl",0.6,202208086,2022080550,1,"tin can","cut in half d plter for succulents or cacti."
"457","GPT3202208","cmpl-5kwUGznIprt6L2OFOmav4ULaitHSl",0.6,202208086,2022080551,1,"tin can","painted d decorative object for the home."
"458","GPT3202208","cmpl-5kwUGznIprt6L2OFOmav4ULaitHSl",0.6,202208086,2022080552,1,"tin can","Smaller tin cs strung together with ribbon or twine garld or bunting."
"459","GPT3202208","cmpl-5kwUGznIprt6L2OFOmav4ULaitHSl",0.6,202208086,2022080553,1,"tin can","Tin cs of different sizes stacked on top of each other create interesting sculptures or centerpieces"
"460","GPT3202208","cmpl-5kwUNsuP1w0mnGm8UjUPMlV1foO8D",0.6,202208087,2022080555,2,"tin can","plt pot"
"461","GPT3202208","cmpl-5kwUNsuP1w0mnGm8UjUPMlV1foO8D",0.6,202208087,2022080556,2,"tin can","pencil holder"
"462","GPT3202208","cmpl-5kwUNsuP1w0mnGm8UjUPMlV1foO8D",0.6,202208087,2022080557,2,"tin can","hold paintbrushes"
"463","GPT3202208","cmpl-5kwUNsuP1w0mnGm8UjUPMlV1foO8D",0.6,202208087,2022080558,2,"tin can","vase"
"464","GPT3202208","cmpl-5kwUNsuP1w0mnGm8UjUPMlV1foO8D",0.6,202208087,2022080559,2,"tin can","cut in half d small trashc"
"465","GPT3202208","cmpl-5kwUQJjrE2kRcezxlJCzi9s4tBeS7",0.6,202208088,2022080561,3,"tin can","plter for small succulents or cacti."
"466","GPT3202208","cmpl-5kwUQJjrE2kRcezxlJCzi9s4tBeS7",0.6,202208088,2022080562,3,"tin can","It could mini oven for cooking things like pies or pastries."
"467","GPT3202208","cmpl-5kwUQJjrE2kRcezxlJCzi9s4tBeS7",0.6,202208088,2022080563,3,"tin can","ltern is other popular option. All you need is some paint patterned paper d cdle."
"468","GPT3202208","cmpl-5kwUQJjrE2kRcezxlJCzi9s4tBeS7",0.6,202208088,2022080564,3,"tin can","Tin cs c create fun sculptures or decorative pieces for the home"
"469","GPT3202208","cmpl-5kwUUiIgQIzLYBBre1uMvniXMa3jD",0.6,202208089,2022080566,4,"tin can","c ltern: cut out the top d bottom of c then hammer d nail holes around the circumference of the c. Place cdle inside d enjoy your new ltern!"
"470","GPT3202208","cmpl-5kwUUiIgQIzLYBBre1uMvniXMa3jD",0.6,202208089,2022080567,4,"tin can","bird feeder: poke two small holes near the top of empty c thread string or twine through the holes tie knots on the inside of the c secure the string/twine. Fill with birdseed d hg from tree brch!"
"471","GPT3202208","cmpl-5kwUUiIgQIzLYBBre1uMvniXMa3jD",0.6,202208089,2022080568,4,"tin can","vase: remove both ends of empty c decorate however you like (paint it wrap it in fabric or yarn etc.) fill with fresh flowers!"
"472","GPT3202208","cmpl-5kwUZ85qfiK2PIuhsZpDKUIVAROIx",0.6,202208090,2022080570,5,"tin can","wind chime out of tin cs d metal spoons"
"473","GPT3202208","cmpl-5kwUZ85qfiK2PIuhsZpDKUIVAROIx",0.6,202208090,2022080571,5,"tin can","vase by painting it d adding some fake flowers"
"474","GPT3202208","cmpl-5kwUZ85qfiK2PIuhsZpDKUIVAROIx",0.6,202208090,2022080572,5,"tin can","bird feeder by poking holes in it d stringing it up with some wire or string"
"475","GPT3202208","cmpl-5kwUZ85qfiK2PIuhsZpDKUIVAROIx",0.6,202208090,2022080573,5,"tin can","Create art piece by gluing various sized tin cs together in interesting pattern or design."
"476","GPT3202208","cmpl-5kwUZ85qfiK2PIuhsZpDKUIVAROIx",0.6,202208090,2022080574,5,"tin can","your own mini trash c out of tin c by decorating it however you wt d adding lid with hdle."
"477","GPT3202208","cmpl-5kwUfy5GJcPjljw6qbr3BD0QWicDX",0.65,202208091,2022080577,1,"book","doorstop"
"478","GPT3202208","cmpl-5kwUfy5GJcPjljw6qbr3BD0QWicDX",0.65,202208091,2022080578,1,"book","hold up wobbly table"
"479","GPT3202208","cmpl-5kwUfy5GJcPjljw6qbr3BD0QWicDX",0.65,202208091,2022080579,1,"book","ripped apart d kindling for fire"
"480","GPT3202208","cmpl-5kwUfy5GJcPjljw6qbr3BD0QWicDX",0.65,202208091,2022080580,1,"book","rolled up d baton or bludgeon"
"481","GPT3202208","cmpl-5kwUfy5GJcPjljw6qbr3BD0QWicDX",0.65,202208091,2022080581,1,"book","book's pages origami paper."
"482","GPT3202208","cmpl-5kwUfy5GJcPjljw6qbr3BD0QWicDX",0.65,202208091,2022080582,1,"book","The spine of bookmark."
"483","GPT3202208","cmpl-5kwUfy5GJcPjljw6qbr3BD0QWicDX",0.65,202208091,2022080583,1,"book","Books c also be stacked on top of each other create makeshift furniture like chairs or tables"
"484","GPT3202208","cmpl-5kwUiRXjw54bvsu0o3PEuV0Ffh69J",0.65,202208092,2022080585,2,"book","doorstop"
"485","GPT3202208","cmpl-5kwUiRXjw54bvsu0o3PEuV0Ffh69J",0.65,202208092,2022080586,2,"book","coaster for your beverage"
"486","GPT3202208","cmpl-5kwUiRXjw54bvsu0o3PEuV0Ffh69J",0.65,202208092,2022080587,2,"book","level out wobbly table"
"487","GPT3202208","cmpl-5kwUiRXjw54bvsu0o3PEuV0Ffh69J",0.65,202208092,2022080588,2,"book","paperweight"
"488","GPT3202208","cmpl-5kwUiRXjw54bvsu0o3PEuV0Ffh69J",0.65,202208092,2022080589,2,"book","mini fort or ho"
"489","GPT3202208","cmpl-5kwUiRXjw54bvsu0o3PEuV0Ffh69J",0.65,202208092,2022080590,2,"book","Cut out the pages d them confetti"
"490","GPT3202208","cmpl-5kwUiRXjw54bvsu0o3PEuV0Ffh69J",0.65,202208092,2022080591,2,"book","the cover tray for holding smaller items"
"491","GPT3202208","cmpl-5kwUiRXjw54bvsu0o3PEuV0Ffh69J",0.65,202208092,2022080592,2,"book","Decorate the cover with stickers washi tape etc"
"492","GPT3202208","cmpl-5kwUnYLGcL0wnlp9pgmQRJLRG215I",0.65,202208093,2022080594,3,"book","paperweight keep papers from flying away"
"493","GPT3202208","cmpl-5kwUnYLGcL0wnlp9pgmQRJLRG215I",0.65,202208093,2022080595,3,"book","doorstop so that the door doesn't slam shut"
"494","GPT3202208","cmpl-5kwUnYLGcL0wnlp9pgmQRJLRG215I",0.65,202208093,2022080596,3,"book","prop up computer screen so that you c see it better"
"495","GPT3202208","cmpl-5kwUnYLGcL0wnlp9pgmQRJLRG215I",0.65,202208093,2022080597,3,"book","You c help you reach things that are high up on shelves"
"496","GPT3202208","cmpl-5kwUnYLGcL0wnlp9pgmQRJLRG215I",0.65,202208093,2022080598,3,"book","If you're feeling cold you c temporary pillow or blket"
"497","GPT3202208","cmpl-5kwUsvjuKPw1b1WD0LNFFuYlulHbY",0.65,202208094,2022080600,4,"book","statement. For example placing on your coffee table sends message guests that you are well-read d intelligent"
"498","GPT3202208","cmpl-5kwUsvjuKPw1b1WD0LNFFuYlulHbY",0.65,202208094,2022080601,4,"book","tool for self-improvement. For example my people books on tape help them fall asleep at night or quit smoking"
"499","GPT3202208","cmpl-5kwUsvjuKPw1b1WD0LNFFuYlulHbY",0.65,202208094,2022080602,4,"book","art object. For example you could take old book d decoupage it with pretty paper or fabric jewelry box"
"500","GPT3202208","cmpl-5kwUsvjuKPw1b1WD0LNFFuYlulHbY",0.65,202208094,2022080603,4,"book","more functional ways such as: propping up wobbly table leg"
"501","GPT3202208","cmpl-5kwUxobGujEqekmR0RRmYftsptv8p",0.65,202208095,2022080605,5,"book","doorstop"
"502","GPT3202208","cmpl-5kwUxobGujEqekmR0RRmYftsptv8p",0.65,202208095,2022080606,5,"book","paper airple"
"503","GPT3202208","cmpl-5kwUxobGujEqekmR0RRmYftsptv8p",0.65,202208095,2022080607,5,"book","prop up wobbly table"
"504","GPT3202208","cmpl-5kwUxobGujEqekmR0RRmYftsptv8p",0.65,202208095,2022080608,5,"book","coaster for your hot beverage"
"505","GPT3202208","cmpl-5kwUxobGujEqekmR0RRmYftsptv8p",0.65,202208095,2022080609,5,"book","weight hold down stack of papers"
"506","GPT3202208","cmpl-5kwV03Rz011Lm0uO49SqsIznx3q9D",0.65,202208096,2022080611,1,"fork","hairpin"
"507","GPT3202208","cmpl-5kwV03Rz011Lm0uO49SqsIznx3q9D",0.65,202208096,2022080612,1,"fork","Stick fork in electrical outlet see if it's still live"
"508","GPT3202208","cmpl-5kwV03Rz011Lm0uO49SqsIznx3q9D",0.65,202208096,2022080613,1,"fork","eat soup without making noise"
"509","GPT3202208","cmpl-5kwV03Rz011Lm0uO49SqsIznx3q9D",0.65,202208096,2022080614,1,"fork","apply makeup especially mascara"
"510","GPT3202208","cmpl-5kwV03Rz011Lm0uO49SqsIznx3q9D",0.65,202208096,2022080615,1,"fork","chopsticks"
"511","GPT3202208","cmpl-5kwV03Rz011Lm0uO49SqsIznx3q9D",0.65,202208096,2022080616,1,"fork","play the guitar"
"512","GPT3202208","cmpl-5kwV3G9J2mTsS0quh6tlJ0Fw1COVz",0.65,202208097,2022080618,2,"fork","eat"
"513","GPT3202208","cmpl-5kwV3G9J2mTsS0quh6tlJ0Fw1COVz",0.65,202208097,2022080619,2,"fork","pick up food"
"514","GPT3202208","cmpl-5kwV3G9J2mTsS0quh6tlJ0Fw1COVz",0.65,202208097,2022080620,2,"fork","serve food"
"515","GPT3202208","cmpl-5kwV3G9J2mTsS0quh6tlJ0Fw1COVz",0.65,202208097,2022080621,2,"fork","utensil"
"516","GPT3202208","cmpl-5kwV3G9J2mTsS0quh6tlJ0Fw1COVz",0.65,202208097,2022080622,2,"fork","cook with"
"517","GPT3202208","cmpl-5kwV3G9J2mTsS0quh6tlJ0Fw1COVz",0.65,202208097,2022080623,2,"fork","bake with"
"518","GPT3202208","cmpl-5kwV3G9J2mTsS0quh6tlJ0Fw1COVz",0.65,202208097,2022080624,2,"fork","For crafts"
"519","GPT3202208","cmpl-5kwV3G9J2mTsS0quh6tlJ0Fw1COVz",0.65,202208097,2022080625,2,"fork","tool"
"520","GPT3202208","cmpl-5kwV5tSHlRszMXf0IRsygGjfHJPPn",0.65,202208098,2022080627,3,"fork","bookmark in or magazine"
"521","GPT3202208","cmpl-5kwV5tSHlRszMXf0IRsygGjfHJPPn",0.65,202208098,2022080628,3,"fork","Stick it in plt pot mark where you plted something"
"522","GPT3202208","cmpl-5kwV5tSHlRszMXf0IRsygGjfHJPPn",0.65,202208098,2022080629,3,"fork","balce it on your nose"
"523","GPT3202208","cmpl-5kwV5tSHlRszMXf0IRsygGjfHJPPn",0.65,202208098,2022080630,3,"fork","paint with"
"524","GPT3202208","cmpl-5kwV892jV1Wa7olnSgXgtz3HEAcwV",0.65,202208099,2022080632,4,"fork","toothpick"
"525","GPT3202208","cmpl-5kwV892jV1Wa7olnSgXgtz3HEAcwV",0.65,202208099,2022080633,4,"fork","Stir drink"
"526","GPT3202208","cmpl-5kwV892jV1Wa7olnSgXgtz3HEAcwV",0.65,202208099,2022080634,4,"fork","Eat soup"
"527","GPT3202208","cmpl-5kwV892jV1Wa7olnSgXgtz3HEAcwV",0.65,202208099,2022080635,4,"fork","Hold up your hair while you put makeup on"
"528","GPT3202208","cmpl-5kwV892jV1Wa7olnSgXgtz3HEAcwV",0.65,202208099,2022080636,4,"fork","Eat salad"
"529","GPT3202208","cmpl-5kwVApAm8HxA4s5YsxaZapNCP2W07",0.65,202208100,2022080638,5,"fork","toothpick"
"530","GPT3202208","cmpl-5kwVApAm8HxA4s5YsxaZapNCP2W07",0.65,202208100,2022080639,5,"fork","hairpin"
"531","GPT3202208","cmpl-5kwVApAm8HxA4s5YsxaZapNCP2W07",0.65,202208100,2022080640,5,"fork","shish kebab skewer"
"532","GPT3202208","cmpl-5kwVApAm8HxA4s5YsxaZapNCP2W07",0.65,202208100,2022080641,5,"fork","play the xylophone"
"533","GPT3202208","cmpl-5kwVCkAYYCToS1BtF9cyDjA0l4mj7",0.65,202208101,2022080643,1,"tin can","vase for flowers"
"534","GPT3202208","cmpl-5kwVCkAYYCToS1BtF9cyDjA0l4mj7",0.65,202208101,2022080644,1,"tin can","It c store pens d pencils"
"535","GPT3202208","cmpl-5kwVCkAYYCToS1BtF9cyDjA0l4mj7",0.65,202208101,2022080645,1,"tin can","other ideis plter for small plts or herbs"
"536","GPT3202208","cmpl-5kwVCkAYYCToS1BtF9cyDjA0l4mj7",0.65,202208101,2022080646,1,"tin can","fourth option is cut the top off of the c d cdle holder"
"537","GPT3202208","cmpl-5kwVCkAYYCToS1BtF9cyDjA0l4mj7",0.65,202208101,2022080647,1,"tin can","Finally the c container for homemade soap"
"538","GPT3202208","cmpl-5kwVHWPPxndjPpnonxsTcAb4tw3ca",0.65,202208102,2022080649,2,"tin can","vase for flowers"
"539","GPT3202208","cmpl-5kwVHWPPxndjPpnonxsTcAb4tw3ca",0.65,202208102,2022080650,2,"tin can","Hg it from string d wind chime"
"540","GPT3202208","cmpl-5kwVHWPPxndjPpnonxsTcAb4tw3ca",0.65,202208102,2022080651,2,"tin can","Paint it d decorative item"
"541","GPT3202208","cmpl-5kwVHWPPxndjPpnonxsTcAb4tw3ca",0.65,202208102,2022080652,2,"tin can","birdfeeder"
"542","GPT3202208","cmpl-5kwVKphFIHvAFzHj9zUeqoYBxCgF6",0.65,202208103,2022080654,3,"tin can","filled with sd door stop"
"543","GPT3202208","cmpl-5kwVKphFIHvAFzHj9zUeqoYBxCgF6",0.65,202208103,2022080655,3,"tin can","with both ends cut off plt holder"
"544","GPT3202208","cmpl-5kwVKphFIHvAFzHj9zUeqoYBxCgF6",0.65,202208103,2022080656,3,"tin can","cdle holder (cut one end off d place cdle inside)"
"545","GPT3202208","cmpl-5kwVKphFIHvAFzHj9zUeqoYBxCgF6",0.65,202208103,2022080657,3,"tin can","Tin c solar lterns (punch holes in the sides of the c insert hdle d add telight cdl"
"546","GPT3202208","cmpl-5kwVKphFIHvAFzHj9zUeqoYBxCgF6",0.65,202208103,2022080658,3,"tin can","Tin C Stovetop Popcorn Popper"
"547","GPT3202208","cmpl-5kwVKphFIHvAFzHj9zUeqoYBxCgF6",0.65,202208103,2022080659,3,"tin can","Mini Tin C Plters"
"548","GPT3202208","cmpl-5kwVKphFIHvAFzHj9zUeqoYBxCgF6",0.65,202208103,2022080660,3,"tin can","Tin C luminaries (Poke holes in the top of the lid d bottom of the c. Place LED lights or cdles inside.)"
"549","GPT3202208","cmpl-5kwVQg4wEcCtVI4muTnwUDM1Wd0FR",0.65,202208104,2022080662,4,"tin can","vase: Fill tin c with water d add fresh flowers"
"550","GPT3202208","cmpl-5kwVQg4wEcCtVI4muTnwUDM1Wd0FR",0.65,202208104,2022080663,4,"tin can","ltern: Cut out stars from black paper d glue them onthe outside of cle dry tin c. Place cdle inside the c"
"551","GPT3202208","cmpl-5kwVQg4wEcCtVI4muTnwUDM1Wd0FR",0.65,202208104,2022080664,4,"tin can","Tin c stilts: Paint two identical designs on two different tin cs. Once the paint is dry poke holes in each end of both cs. String rope or yarn through the holes create hdles then put the hdles over your child's hds help them walk on their stilts."
"552","GPT3202208","cmpl-5kwVQg4wEcCtVI4muTnwUDM1Wd0FR",0.65,202208104,2022080665,4,"tin can","mini herb garden: Plt herbs in small tin c plter d place it on windowsill or sunny spot in your kitchen"
"553","GPT3202208","cmpl-5kwVWmIRpD7iKFyXvjOmYU0llqJXA",0.65,202208105,2022080667,5,"tin can","container for small trinkets or jewelry"
