id,response,response_nofill,item,item_nofill,SemDis_cbowukwacsubtitle_nf_m,SemDis_cbowsubtitle_nf_m,SemDis_cbowBNCwikiukwac_nf_m,SemDis_TASA_nf_m,SemDis_glove_nf_m,SemDis_MEAN,SemDis_factor
cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,6 Pretending to be a telephone,pretending telephone,fork,fork,1.05465,0.8627400000000001,0.97198,1.11772,1.09661,1.02074,0.50249
cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,7 Using as chopsticks,using chopsticks,fork,fork,1.02879,1.13806,1.079,0.8758,1.0445,1.03323,0.17135
cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,8 Making music with it,making music,fork,fork,0.9497,1.02123,0.989,0.98936,0.98078,0.98601,0.06592
cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,9 Digging in the sand,digging sand,fork,fork,1.03583,0.98236,1.08836,0.92417,0.99815,1.00577,0.28705
cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV,1 A fork can be used as a hairpin,fork can used hairpin,fork,fork,0.72316,0.85266,0.85779,0.97117,0.94923,0.8708,-0.46432
cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV,2 A fork can be used to eat soup,fork can used eat soup,fork,fork,0.6347700000000001,1.00563,0.81869,1.00943,0.89139,0.87198,-0.80137
cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV,3 A fork can be used as a back scratcher,fork can used back scratcher,fork,fork,0.7732600000000001,0.8409,1.14877,0.88906,1.07207,0.94481,-0.53283
cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV,4 A fork can be used to pick up food that has fallen on the floor,fork can used pick food fallen floor,fork,fork,0.92199,0.80621,0.94245,1.1534,0.9408,0.95297,0.15116
cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV,5 A fork can be used to play the piano,fork can used play piano,fork,fork,0.70428,0.81995,0.97976,0.90978,0.93622,0.87,-0.59856
cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3,1 Use a fork to eat soup,use fork eat soup,fork,fork,0.92708,1.18624,1.07567,0.89771,1.0331,1.02396,-0.18025
cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3,2 Stick a fork in a piece of fruit to eat it,stick fork piece fruit eat,fork,fork,0.82654,0.7939499999999999,0.783,1.034,0.92404,0.87231,-0.03398
cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3,3 Use a fork as a spoon when eating cereal or yogurt,use fork spoon eating cereal yogurt,fork,fork,0.76612,1.09837,1.02381,0.8590599999999999,0.84595,0.91866,-0.58739
cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3,4 Hold a fork like chopsticks to eat rice or noodles,hold fork like chopsticks eat rice noodles,fork,fork,0.6875899999999999,1.01946,0.9249499999999999,0.94822,0.86053,0.88815,-0.71773
cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3,5 Stick a fork in your hair to hold it back while you're cooking,stick fork hair hold back cooking,fork,fork,0.89548,0.95814,1.1492499999999999,0.91218,1.07643,0.9983,-0.20743
cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj,1 Use a fork to comb your hair,use fork comb hair,fork,fork,0.82685,0.9385,1.09568,0.97703,0.87508,0.94263,-0.34884
cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj,2 Use a fork to apply makeup,use fork apply makeup,fork,fork,1.10083,0.97726,0.98992,0.919,1.08682,1.01477,0.56208
cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj,3 Use a fork as a toothpick,use fork toothpick,fork,fork,0.61107,0.81021,0.7699,0.99588,0.7807999999999999,0.79357,-0.71288
cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj,4 Stick a fork in an electrical outlet to see if it's still working,stick fork electrical outlet see still working,fork,fork,0.8894299999999999,0.98647,1.04589,1.01483,0.95347,0.97802,-0.14594
cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj,5 Hold a fork by the tines and use the handle as a drumstick,hold fork tines use handle drumstick,fork,fork,0.85686,1.04941,1.09357,1.05817,1.06161,1.02392,-0.33525
cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj,6 Place a fork in front of a,place fork front,fork,fork,0.67832,0.79471,1.02192,1.00712,0.85459,0.87133,-0.68402
cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H,1 Use a fork to fluff up your hair for a quick and easy hairstyle,use fork fluff hair quick easy hairstyle,fork,fork,1.01249,0.91887,0.90772,0.97123,0.94121,0.9503,0.39377
cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H,2 Stick a fork in an electrical outlet to see if it's still working,stick fork electrical outlet see still working,fork,fork,0.8894299999999999,0.98647,1.04589,1.01483,0.95347,0.97802,-0.14594
cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H,3 Use a fork as a bookmark in your favorite book,use fork bookmark favorite book,fork,fork,0.81996,1.06587,0.8705700000000001,1.22061,1.06337,1.00808,-0.28948
cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H,4 Straighten out a bent fork with another fork,straighten bent fork another fork,fork,fork,0.72201,0.7349,0.73617,1.0772,1.00343,0.85474000000000006,-0.3092
cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H,5 Curl your lashes with a clean fork tine for,curl lashes clean fork tine,fork,fork,0.86476,0.9637,1.0011,0.83704,1.04821,0.94296,-0.1991
cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y,1 A fork can be used as a back scratcher,fork can used back scratcher,fork,fork,0.7732600000000001,0.8409,1.14877,0.88906,1.07207,0.94481,-0.53283
cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y,2 A fork can be used as a toothpick,fork can used toothpick,fork,fork,0.92931,0.8531,0.98854,0.96477,0.88741,0.92463,0.11014
cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y,3 A fork can be used to remove splinters,fork can used remove splinters,fork,fork,0.8192200000000001,1.04386,1.06048,1.08257,1.11143,1.02351,-0.43371
cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y,4 A fork can be used to apply makeup,fork can used apply makeup,fork,fork,0.83624,0.9822,1.03281,1.04307,0.92937,0.96474,-0.30086
cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y,5 A fork can be used to comb your hair,fork can used comb hair,fork,fork,0.71069,0.83128,0.99502,0.99528,0.91671,0.8898,-0.58938
cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y,6 A fork can be used to open bottles and cans,fork can used open bottles cans,fork,fork,1.09861,1.21465,1.02764,1.08728,1.05931,1.0975,0.3983
cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,1 Drive nails into wood,drive nails wood,fork,fork,0.94818,0.98835,1.0222,0.90698,0.94391,0.96192,0.05618
cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,2 Pick up food from a plate,pick food plate,fork,fork,0.81233,0.87227,0.993,0.84777,0.9474899999999999,0.89457,-0.29514
cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,3 Hold hair in place while braiding,hold hair place braiding,fork,fork,0.9953,0.91182,1.04169,0.98365,1.01121,0.98873,0.23407
cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,4 Eat soup without making a mess,eat soup without making mess,fork,fork,0.88869,1.08969,0.9401,0.92559,0.93042,0.9549,-0.13151
cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,5 Dig in the dirt,dig dirt,fork,fork,1.06129,0.9255599999999999,1.00581,0.9339500000000001,1.03202,0.99173,0.4607
cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,6 Measure ingredients,measure ingredients,fork,fork,1.04391,0.95648,1.00884,0.97958,1.00778,0.99932,0.38937
cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,7 Play the piano,play piano,fork,fork,0.90634,1.01756,1.08079,1.10712,0.9311,1.00858,-0.12854
cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,8 Make a snow angel,make snow angel,fork,fork,0.95053,0.91986,1.04529,1.08872,0.9651,0.9939,0.09307
cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,9 Comb your hair,comb hair,fork,fork,0.98897,0.96334,1.06262,0.98669,1.0691,1.01414,0.1605
cmpl-4zrb7jeIL1TFrfKlWLLLftejtTyZb,1 Forks can be used as impromptu toothpicks Simply insert the tines of the fork into your teeth and give them a good cleaning,forks can used impromptu toothpicks simply insert tines fork teeth give good cleaning,fork,fork,1.14448,0.89932,0.97634,0.94199,1.05877,1.00418,0.76367
cmpl-4zrb7jeIL1TFrfKlWLLLftejtTyZb,2 If you're ever in a pinch and need to open a bottle of wine use a fork Stick the fork into the cork and twist it until the cork pops out,if ever pinch need open bottle wine use fork stick fork cork twist cork pops,fork,fork,1.15948,0.95673,0.89688,1.13796,0.94672,1.01955,0.86122
cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL,1 A fork can be used to eat food,fork can used eat food,fork,fork,0.67633,0.93803,0.82694,0.99741,0.93099,0.87394,-0.63912
cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL,2 A fork can be used to pick up food that has fallen on the ground,fork can used pick food fallen ground,fork,fork,0.88461,0.8063400000000001,0.98047,0.95676,0.94117,0.91387,-0.00758
cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL,3 A fork can be used to help cut food into smaller pieces,fork can used help cut food smaller pieces,fork,fork,1.00126,0.99069,1.00456,1.09017,1.05936,1.02921,0.23371
cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL,4 A fork can be used as a shovel to scoop up food onto your plate,fork can used shovel scoop food onto plate,fork,fork,0.82515,0.92515,0.87552,1.17233,1.06144,0.97192,-0.19554
cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL,5 A fork can be used as a projectile in a,fork can used projectile,fork,fork,0.81406,0.73691,1.05566,1.06709,1.00259,0.93526,-0.25283
cmpl-4zrbJ1ywGvexOFDxf6gmBhbuPPecR,1 A Tin Can Telephone This is a classic use for a tin can  and one that has been around for generations All you need are two tin cans  some string  and something to punch holes in the bottom of the cans a nail or a sharp object Once you have your materials    simply tie the string between the two cans  making sure that the string is tight,tin can telephone this classic use tin can one around generations all need two tin cans string something punch holes bottom cans nail sharp object once materials simply tie string two cans making sure string tight,tin can,tin can,0.96749,1.17689,0.95775,0.80094,0.36219,0.85305,0.12315
cmpl-4zrbN3psnyAw89kktoFkUMgimFZjc,1 A tin can could be used as a vase for flowers,tin can used vase flowers,tin can,tin can,0.9869,0.7193,1.23648,1.1440299999999999,0.30362,0.87807,0.27114
cmpl-4zrbN3psnyAw89kktoFkUMgimFZjc,2 It could be used as a pen holder on a desk,it used pen holder desk,tin can,tin can,0.8811599999999999,1.02058,1.00647,1.0015,1.53138,1.08822,-0.23623
cmpl-4zrbN3psnyAw89kktoFkUMgimFZjc,3 A tin can could be used to store loose change,tin can used store loose change,tin can,tin can,0.84887,0.98043,1.0777,0.86326,0.29896,0.81384,-0.22249
cmpl-4zrbN3psnyAw89kktoFkUMgimFZjc,4 It could be used to hold toothpicks on a counter top,it used hold toothpicks counter top,tin can,tin can,0.98222,0.95724,0.97401,0.82264,1.02766,0.95275,0.20582
cmpl-4zrbN3psnyAw89kktoFkUMgimFZjc,5 A tin can might be used as a planter for small plants or,tin can might used planter small plants,tin can,tin can,1.13584,0.89468,1.27945,0.86891,0.29933,0.89564,0.60324
cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,1 A tin can telephone,tin can telephone,tin can,tin can,1.02459,1.08822,1.32342,0.79575,1.69868,1.18613,-0.08147
cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,2 A candle holder,candle holder,tin can,tin can,0.82138,1.07794,0.99276,0.88278,0.84829,0.92463,-0.37295
cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,3 A pen/pencil holder,pen pencil holder,tin can,tin can,0.83096,0.9982,1.04543,1.00269,1.20522,1.0165,-0.37327
cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,4 A vase,vase,tin can,tin can,1.10318,0.99177,1.03808,1.00658,0.92276,1.01247,0.54986
cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,5 A bird feeder,bird feeder,tin can,tin can,0.88225,0.97028,0.95329,0.98359,1.03604,0.96509,-0.10213
cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,6 A planter,planter,tin can,tin can,0.94273,0.91545,1.01936,0.96995,0.94088,0.95767,0.08716
cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,7A wind chime,a wind chime,tin can,tin can,1.11045,1.00163,0.94887,0.8351999999999999,1.24137,1.0275,0.58603
cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,8A homemade musical instrument,a homemade musical instrument,tin can,tin can,0.86495,1.02065,0.92114,0.95337,0.34696000000000005,0.82141,-0.07881
cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,9A storage container,a storage container,tin can,tin can,1.06301,1.00094,1.04532,0.99984,1.65084,1.15199,0.31797
cmpl-4zrbTqtxt7KQ7CDXrryUu5jgWJ69a,1 A tin can can be used as a vase,tin can can used vase,tin can,tin can,1.11166,0.87651,0.8547,0.95256,0.55952,0.87099,0.82526
cmpl-4zrbTqtxt7KQ7CDXrryUu5jgWJ69a,2 A tin can can be used as a planter,tin can can used planter,tin can,tin can,0.90665,0.66794,1.14702,0.70065,0.41807000000000005,0.76807,0.07356
cmpl-4zrbTqtxt7KQ7CDXrryUu5jgWJ69a,3 A tin can can be used to hold pens and pencils,tin can can used hold pens pencils,tin can,tin can,1.22326,1.12549,0.86545,0.86888,0.44621999999999995,0.90586,1.04053
cmpl-4zrbTqtxt7KQ7CDXrryUu5jgWJ69a,4 A tin can can be used as a coin bank,tin can can used coin bank,tin can,tin can,0.69401,0.77645,1.28592,0.77698,0.33609,0.77389,-0.76646
cmpl-4zrbTqtxt7KQ7CDXrryUu5jgWJ69a,5 A tin can can be used as a candle holder,tin can can used candle holder,tin can,tin can,0.60429,0.99712,0.9359999999999999,0.78574,0.41879999999999995,0.74839,-0.9342
cmpl-4zrbYEeeRyYskiBlOLBZdW7zFQkf8,1 A tin can can be used as a vase for flowers,tin can can used vase flowers,tin can,tin can,0.6592,0.7789200000000001,0.96552,0.88574,1.7064599999999999,0.99917,-0.80673
cmpl-4zrbYEeeRyYskiBlOLBZdW7zFQkf8,2 It can be used as a candle holder,it can used candle holder,tin can,tin can,0.95618,1.15177,1.00697,0.80701,1.48489,1.08136,-0.07559
cmpl-4zrbYEeeRyYskiBlOLBZdW7zFQkf8,3 A tin can can be used to store small items such as buttons  beads  and other craft supplies,tin can can used store small items buttons beads craft supplies,tin can,tin can,1.15165,1.03687,1.052,0.98366,1.64141,1.17312,0.57816
cmpl-4zrbYEeeRyYskiBlOLBZdW7zFQkf8,4 It makes a great piggy bank,it makes great piggy bank,tin can,tin can,0.87866,0.97727,1.10417,0.93551,0.92504,0.96413,-0.21917
cmpl-4zrbYEeeRyYskiBlOLBZdW7zFQkf8,5 A tin can can be used as a planter for small plants,tin can can used planter small plants,tin can,tin can,1.14467,0.86599,1.2969,0.72583,0.29930999999999996,0.86654,0.62864
cmpl-4zrbcJSjnrQGQryl58b1WsAPwo0An,A tin can be used as A small planter for succulents or cacti,tin can used small planter succulents cacti,tin can,tin can,1.1026,0.7875099999999999,1.20181,0.75702,0.78502,0.92679,0.55106
cmpl-4zrbcJSjnrQGQryl58b1WsAPwo0An,A tin can be used as A pencil holder on A desk,tin can used pencil holder desk,tin can,tin can,0.7296199999999999,0.93572,1.12405,1.03094,0.33968,0.832,-0.61249
cmpl-4zrbcJSjnrQGQryl58b1WsAPwo0An,A tin can can be cut in half and used as salt and pepper shakers,tin can can cut half used salt pepper shakers,tin can,tin can,1.15929,0.97008,1.29052,0.93034,1.6136599999999999,1.19278,0.46462
cmpl-4zrbcJSjnrQGQryl58b1WsAPwo0An,A tin can be used to hold paperclips or other small office supplies,tin can used hold paperclips small office supplies,tin can,tin can,0.85095,0.8948,0.95516,0.75433,1.67138,1.02532,-0.25067
cmpl-4zrbcJSjnrQGQryl58b1WsAPwo0An,A tin can be painted,tin can painted,tin can,tin can,0.86189,0.94598,0.88203,0.90227,1.66246,1.05093,-0.18253
cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,1 A tin can telephone,tin can telephone,tin can,tin can,1.02459,1.08822,1.32342,0.79575,1.69868,1.18613,-0.08147
cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,2 A tin can lantern,tin can lantern,tin can,tin can,1.10318,1.10449,0.90709,1.04993,1.3045200000000001,1.09384,0.53571
cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,3 A plant pot,plant pot,tin can,tin can,0.94058,0.98533,1.02886,1.02448,0.59616,0.91508,0.0777
cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,4 A vase,vase,tin can,tin can,1.10318,0.99177,1.03808,1.00658,0.92276,1.01247,0.54986
cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,5 A bird feeder,bird feeder,tin can,tin can,0.88225,0.97028,0.95329,0.98359,1.03604,0.96509,-0.10213
cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,6 An ashtray,an ashtray,tin can,tin can,0.7089,1.03463,0.93745,1.01799,1.21498,0.98279,-0.70825
cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,7 A pencil holder,pencil holder,tin can,tin can,0.90196,1.03588,0.98236,0.96388,0.87125,0.95107,-0.07931
cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,8 A paintbrush holder,paintbrush holder,tin can,tin can,0.90078,0.86758,0.95149,0.96231,1.13848,0.96413,0.00572
cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,9A coin bank,a coin bank,tin can,tin can,0.8587,0.99106,0.94365,1.1004,1.5206499999999998,1.08289,-0.23813
cmpl-4zrbjCwsB0SqWvKxicy8LGk53flyr,1 A tin can can be used as a small planter for succulents or cacti,tin can can used small planter succulents cacti,tin can,tin can,0.94468,0.8107,0.8578,1.30596,1.20658,1.02514,0.25921
cmpl-4zrbjCwsB0SqWvKxicy8LGk53flyr,2 Turn a tin can into a pencil holder by painting it and adding some fun embellishments,turn tin can pencil holder painting adding fun embellishments,tin can,tin can,0.85351,1.19161,0.9658,1.19534,0.33238999999999996,0.90773,-0.23638
cmpl-4zrbjCwsB0SqWvKxicy8LGk53flyr,3 Use a tin can to make your own mini piñata filled with candy or other treats,use tin can make mini pia ata filled candy treats,tin can,tin can,0.99202,1.13768,1.08453,1.05696,0.36243000000000003,0.92672,0.14299
cmpl-4zrbjCwsB0SqWvKxicy8LGk53flyr,4 Cut out stars from paper and glue them onto,cut stars paper glue onto,tin can,tin can,0.97564,1.05363,1.0588,1.12685,1.20478,1.08394,0.05693
cmpl-4zrboUMyMByxhbrNsfLQZLnzSQJGu,1 A tin can could be used as a vase for flowers,tin can used vase flowers,tin can,tin can,0.9869,0.7193,1.23648,1.1440299999999999,0.30362,0.87807,0.27114
cmpl-4zrboUMyMByxhbrNsfLQZLnzSQJGu,2 It could be used as a candle holder,it used candle holder,tin can,tin can,0.81737,1.0334699999999999,0.99894,0.95823,0.5299400000000001,0.86759,-0.32077
cmpl-4zrboUMyMByxhbrNsfLQZLnzSQJGu,3 It could be used to hold pencils or pens on a desk,it used hold pencils pens desk,tin can,tin can,1.03511,1.06445,0.92717,0.8343,1.21672,1.01555,0.32518
cmpl-4zrboUMyMByxhbrNsfLQZLnzSQJGu,4 It could be used to hold makeup brushes on a vanity,it used hold makeup brushes vanity,tin can,tin can,1.03719,1.01878,1.0525,0.9327,0.7092499999999999,0.95008,0.33336
cmpl-4zrboUMyMByxhbrNsfLQZLnzSQJGu,5 It could be used to store coins or other small items,it used store coins small items,tin can,tin can,0.76681,1.00796,1.00999,0.88007,0.30183000000000004,0.79333,-0.45237
cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA,A tin can be used as A coin bank,tin can used coin bank,tin can,tin can,1.0507,0.8384199999999999,1.19348,1.22787,1.6488399999999999,1.19186,0.2746
cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA,A tin can be used to store pencils and pens,tin can used store pencils pens,tin can,tin can,0.75343,0.85511,0.92648,1.08359,1.5546,1.03464,-0.48981
cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA,A tin can be used as A vase for flowers,tin can used vase flowers,tin can,tin can,0.9869,0.7193,1.23648,1.1440299999999999,0.30362,0.87807,0.27114
cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA,A tin can be used as A container for homemade candles,tin can used container homemade candles,tin can,tin can,0.93124,0.6671199999999999,0.75466,1.01335,0.36172000000000004,0.74562,0.46922
cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA,A tin can be used as A planter for small plants or herbs,tin can used planter small plants herbs,tin can,tin can,1.16828,0.93743,1.2801,0.9458,0.34360999999999997,0.93504,0.6804
cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,1 Make a tin can telephone,make tin can telephone,tin can,tin can,0.68226,1.02188,0.99792,1.19396,0.29964,0.83913,-0.70879
cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,2 Use it as a coin bank,use coin bank,tin can,tin can,0.91479,0.95569,1.01541,1.09531,1.52529,1.1013,-0.09082
cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,3 Turn it into a vase or planter,turn vase planter,tin can,tin can,1.115,0.97997,1.01015,0.92048,1.22184,1.04949,0.57423
cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,4 Make a lantern out of it,make lantern,tin can,tin can,0.84256,1.0653,1.02195,0.96248,0.71811,0.92208,-0.29883
cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,5 Use it as part of a homemade wind chime or mobile,use part homemade wind chime mobile,tin can,tin can,0.8455,1.00178,0.97354,1.00117,0.39875000000000005,0.84415,-0.1738
cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,6 Decorate it and use it as a gift box or jewelry holder,decorate use gift box jewelry holder,tin can,tin can,0.93157,1.08239,1.0096,1.01454,0.37099000000000004,0.88182,0.03349
cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z4,A tin can can be used as A vase for flowers,tin can can used vase flowers,tin can,tin can,0.6592,0.7789200000000001,0.96552,0.88574,1.7064599999999999,0.99917,-0.80673
cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z5,A tin can can be used to hold pens and pencils,tin can can used hold pens pencils,tin can,tin can,1.22326,1.12549,0.86545,0.86888,0.44621999999999995,0.90586,1.04053
cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z6,A tin can can be used as A coin bank,tin can can used coin bank,tin can,tin can,0.69401,0.77645,1.28592,0.77698,0.33609,0.77389,-0.76646
cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z7,A tin can can be used to make A wind chime,tin can can used make wind chime,tin can,tin can,1.0411299999999999,1.09949,1.03778,0.8728899999999999,1.47619,1.1055,0.21057
cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z8,A tin can can be used to make A candle holder,tin can can used make candle holder,tin can,tin can,1.0622,0.82112,1.06965,1.2021,1.59196,1.14941,0.42042
cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,1 A tin can telephone,tin can telephone,tin can,tin can,1.02459,1.08822,1.32342,0.79575,1.69868,1.18613,-0.08147
cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,2 A candle holder,candle holder,tin can,tin can,0.82138,1.07794,0.99276,0.88278,0.84829,0.92463,-0.37295
cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,3 A plant pot,plant pot,tin can,tin can,0.94058,0.98533,1.02886,1.02448,0.59616,0.91508,0.0777
cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,4 A pencil holder,pencil holder,tin can,tin can,0.90196,1.03588,0.98236,0.96388,0.87125,0.95107,-0.07931
cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,5 A coin bank,coin bank,tin can,tin can,0.90449,0.95421,0.99099,0.8659399999999999,0.73693,0.89051,-0.01738
cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,6 A picture frame,picture frame,tin can,tin can,0.7841400000000001,0.90444,0.9091,1.03729,0.5613,0.83925,-0.28473
cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,7A vase,a vase,tin can,tin can,0.97168,0.95148,0.99046,0.8186599999999999,1.0757,0.9616,0.1567
cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,8A Travel mug,a travel mug,tin can,tin can,0.88858,1.02408,0.97441,0.84114,1.36448,1.01854,-0.17728
cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,9A dog bowl,a dog bowl,tin can,tin can,0.96229,0.99014,1.02715,0.94258,1.51093,1.08662,0.0277
cmpl-4zrc9anerQX6gOQWAFSdOcaJv26D0,1 Make a candle holder by punching holes in the top and bottom of the can,make candle holder punching holes top bottom can,tin can,tin can,0.79857,1.12359,0.84535,1.10343,0.38095,0.85038,-0.29395
cmpl-4zrc9anerQX6gOQWAFSdOcaJv26D1,2 Turn it into a vase or planter,turn vase planter,tin can,tin can,1.115,0.97997,1.01015,0.92048,1.22184,1.04949,0.57423
cmpl-4zrc9anerQX6gOQWAFSdOcaJv26D2,3 Use it as a pencil holder on your desk,use pencil holder desk,tin can,tin can,0.95818,1.00653,1.02601,0.97581,0.49112999999999996,0.89153,0.13489
cmpl-4zrc9anerQX6gOQWAFSdOcaJv26D3,4 Fill it with candy or other small treats and give it as a gift,fill candy small treats give gift,tin can,tin can,0.98129,0.99358,0.95377,1.00616,0.35302,0.85756,0.28991
cmpl-4zrc9anerQX6gOQWAFSdOcaJv26D4,5 Decorate it and use it as part of a centerpiece or table,decorate use part centerpiece table,tin can,tin can,0.88658,0.98984,1.02869,1.006,1.63775,1.10977,-0.23034
cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,1 A tin can telephone,tin can telephone,tin can,tin can,1.02459,1.08822,1.32342,0.79575,1.69868,1.18613,-0.08147
cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,2 A tin can lantern,tin can lantern,tin can,tin can,1.10318,1.10449,0.90709,1.04993,1.3045200000000001,1.09384,0.53571
cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,3 A tin can stove,tin can stove,tin can,tin can,0.93923,1.00171,1.2014,0.64838,1.55179,1.0685,-0.20333
cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,4 A tin can wind chime,tin can wind chime,tin can,tin can,0.7482500000000001,0.72536,0.70105,0.91836,0.61776,0.74216,-0.15209
cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,5 A tin can piñata,tin can pia ata,tin can,tin can,0.84506,0.79553,1.02752,0.76407,0.34713000000000005,0.75586,-0.099030000000000007
cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,6 A tin can planter,tin can planter,tin can,tin can,0.95409,0.7956799999999999,0.91333,0.90013,0.6869799999999999,0.85004,0.30217
cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,7 A tin can bird feeder,tin can bird feeder,tin can,tin can,0.6355,0.5875600000000001,0.95764,0.81631,1.45031,0.88946,-0.73575
cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,8 A tin can candle holder,tin can candle holder,tin can,tin can,0.71784,1.09327,0.68617,0.55151,0.44115000000000004,0.69799,-0.45181
